chr	pos	strand	Zm_shoot_1	Zm_shoot_2	Zm_root_1	Zm_root_2
1	188259070	+	0	0	1	0
1	188337295	-	0	0	1	0
1	188361488	-	0	5	3	1
1	188362506	+	0	0	0	1
1	188371880	+	0	0	1	0
1	188377530	-	0	1	0	0
1	188388153	-	0	2	0	0
1	188388731	-	0	0	0	1
1	188388733	-	0	1	0	0
1	188389113	-	0	0	1	0
1	188491790	-	0	0	1	0
1	188492085	+	0	0	1	0
1	188492168	-	0	1	0	0
1	188492265	+	0	0	1	1
1	188554880	+	0	2	0	0
1	188596816	+	0	1	1	0
1	188657400	+	2	9	1	0
1	188693840	+	0	1	1	0
1	188762685	+	0	0	2	0
1	188770032	+	0	0	1	1
1	188788060	-	0	0	69	47
1	188791252	+	0	0	1	0
1	188802626	-	0	0	1	26
1	188804206	-	0	2	0	0
1	188889723	-	0	0	0	2
1	188913887	+	0	0	1	0
1	188920664	-	0	0	0	2
1	188920778	-	0	0	2	1
1	188937676	-	0	0	2	0
1	188937679	-	0	0	28	21
1	188940278	+	0	0	1	0
1	188941314	+	1	0	0	0
1	188941945	+	1	1	1	0
1	188963190	-	0	0	1	0
1	188967447	+	0	1	0	0
1	189012372	+	0	0	10	14
1	189023120	+	0	0	1	0
1	189079630	+	0	0	0	1
1	189097811	-	0	0	1	1
1	189116315	-	0	0	0	1
1	189116541	-	0	0	0	1
1	189118495	+	0	0	1	0
1	189119207	-	0	0	1	0
1	189179669	+	0	0	0	1
1	189182073	-	0	0	2	0
1	189183510	+	0	1	0	0
1	189183516	+	0	0	1	0
1	189224935	-	0	2	0	0
1	189224937	-	0	1	0	0
1	189235081	-	0	0	0	2
1	189271409	-	0	0	3	2
1	189301053	-	0	0	1	1
1	189385205	+	0	0	0	1
1	189386726	+	0	3	1	0
1	189392235	+	0	1	0	0
1	189434081	+	9	2	0	0
1	189434150	+	1	0	0	0
1	189434207	+	0	0	1	0
1	189434220	+	0	0	0	1
1	189434262	-	0	1	3	0
1	189435910	+	14	16	4	0
1	189437783	+	0	0	0	1
1	189437895	+	0	1	0	0
1	189437898	+	0	0	0	1
1	189438074	-	0	0	1	0
1	189438132	+	0	3	0	1
1	189438392	+	0	1	0	0
1	189439199	-	0	0	0	3
1	189447678	-	0	0	2	0
1	189448388	-	0	0	79	35
1	189501064	-	0	0	0	1
1	189506867	-	0	0	1	0
1	189511569	+	0	0	1	0
1	189618861	+	3	0	0	0
1	189618909	+	0	0	2	0
1	189619125	+	0	0	2	0
1	189619216	+	0	0	0	1
1	189622995	-	0	0	1	0
1	189624727	+	0	1	12	5
1	189629133	-	0	0	1	0
1	189668870	+	0	0	0	1
1	189798050	+	1	0	1	0
1	189798605	-	1	1	2	0
1	189806630	+	1	0	0	0
1	189830373	-	0	0	0	1
1	189871663	+	0	0	0	1
1	189881115	-	0	0	1	0
1	189914622	+	0	0	0	1
1	189930994	+	0	0	0	1
1	189934520	-	0	0	1	0
1	189972588	-	0	0	1	0
1	189984890	-	0	0	1	0
1	190078050	+	0	0	1	0
1	190127933	-	0	0	3	3
1	190176192	+	0	1	1	1
1	190184905	-	0	0	0	1
1	190184906	-	0	0	0	2
1	190185110	-	0	0	1	2
1	190185205	-	0	0	0	1
1	190223436	-	0	3	0	0
1	190235032	-	0	0	0	1
1	190292439	+	0	0	1	2
1	190292454	+	0	0	0	4
1	190293666	+	0	0	0	1
1	190293682	+	0	0	1	0
1	190347753	+	0	0	0	1
1	190348415	+	0	1	0	0
1	190356110	-	0	0	0	2
1	190356111	-	0	0	0	1
1	190365087	+	0	0	13	14
1	190391461	-	0	2	0	0
1	190428803	+	0	0	3	1
1	190522049	+	0	0	1	0
1	190522163	+	0	3	0	0
1	190522195	+	0	0	1	0
1	190568070	-	0	0	1	0
1	190568226	-	2	8	4	1
1	190568498	+	0	0	1	0
1	190568761	+	0	0	1	0
1	190580246	+	0	0	1	0
1	190590239	+	0	0	11	17
1	190590710	+	0	0	0	1
1	190592757	+	2	0	0	0
1	190592985	+	0	0	3	0
1	190593159	+	0	0	0	1
1	190593252	+	0	0	2	0
1	190593369	+	1	0	1	3
1	190593378	+	0	0	0	1
1	190593381	+	0	0	0	3
1	190593387	+	0	0	0	1
1	190593390	+	0	0	0	1
1	190593483	+	0	0	0	3
1	190593492	+	4	2	13	0
1	190593513	+	0	1	2	1
1	190594020	+	0	1	0	0
1	190594570	+	0	0	0	1
1	190595044	+	0	0	0	2
1	190618961	-	0	0	0	1
1	190627669	-	0	0	49	92
1	190627670	-	0	0	11	3
1	190729084	+	0	0	2	1
1	190729322	+	0	0	1	1
1	190729459	-	0	0	4	6
1	190731963	+	0	0	3	10
1	190732675	+	0	0	0	1
1	190732832	+	0	1	0	0
1	190733155	+	0	0	0	2
1	190733172	+	0	0	1	0
1	190733654	+	0	0	0	2
1	190735742	+	0	1	0	0
1	190789326	-	0	0	0	2
1	190789892	-	0	1	0	0
1	190794350	-	1	0	0	0
1	190797172	+	0	0	1	1
1	190797482	-	0	0	1	0
1	190911594	-	0	0	0	1
1	191031393	+	0	0	1	0
1	191031679	-	0	0	1	5
1	191033301	-	0	0	1	0
1	191035140	-	0	0	1	3
1	191039304	-	0	1	0	0
1	191096758	+	0	0	0	1
1	191103051	+	1	0	0	0
1	191123038	+	1	0	0	0
1	191123428	-	0	0	0	1
1	191123644	-	0	0	2	1
1	191123876	+	0	0	2	0
1	191124138	-	0	0	1	0
1	191124280	-	0	1	2	0
1	191124847	-	1	0	0	0
1	191125489	-	0	0	1	0
1	191172204	+	0	0	1	0
1	191231782	-	1	0	0	0
1	191231783	-	0	2	0	0
1	191233756	-	0	0	0	1
1	191297712	-	0	0	0	1
1	191297766	-	0	0	1	1
1	191297889	-	0	0	2	0
1	191297891	-	0	0	0	1
1	191297892	-	0	0	1	1
1	191331057	+	0	0	0	1
1	191374885	+	0	0	5	0
1	191403309	-	0	0	0	1
1	191403393	+	0	0	1	0
1	191475473	+	0	0	2	3
1	191480944	+	0	0	2	0
1	191548680	+	0	2	0	0
1	191601122	-	0	0	1	0
1	191613488	-	0	0	1	0
1	191613592	+	0	0	1	1
1	191613793	-	0	0	1	0
1	191614479	-	0	0	1	0
1	191614975	+	0	0	0	2
1	191621023	+	0	0	2	1
1	191646511	+	0	0	1	0
1	191652775	-	0	0	0	1
1	191663328	+	1	2	2	0
1	191686892	-	0	0	0	2
1	191828795	-	1	1	1	1
1	191872555	-	0	1	0	0
1	191873832	+	0	0	1	0
1	191876484	-	0	0	1	0
1	191877503	+	0	1	1	0
1	191880694	-	0	0	1	0
1	191885695	-	0	1	0	0
1	191887966	+	0	0	2	0
1	191893871	+	0	2	1	5
1	191895334	+	0	0	3	0
1	191926017	-	0	0	0	1
1	191926749	+	0	0	2	1
1	191927253	+	1	0	1	0
1	191928720	-	0	0	1	0
1	191994763	+	0	0	1	0
1	192020816	+	0	1	0	0
1	192020827	+	0	1	0	0
1	192021052	-	0	0	0	1
1	192021189	-	0	0	11	12
1	192021190	-	0	0	668	337
1	192021562	+	1	0	0	0
1	192022480	+	0	0	1	0
1	192023624	+	0	0	0	1
1	192065396	+	0	1	0	0
1	192066375	-	0	0	0	1
1	192067212	-	1	0	0	0
1	192078125	-	0	1	1	1
1	192078126	-	1	4	0	0
1	192111581	+	0	0	0	1
1	192129701	-	0	0	1	0
1	192134628	-	0	0	1	0
1	192136401	+	0	0	2	0
1	192137308	+	1	8	1	4
1	192137453	-	0	1	0	0
1	192207125	-	0	0	0	1
1	192207126	-	0	0	1	0
1	192231517	-	0	0	0	5
1	192259544	+	0	0	1	0
1	192268037	-	0	0	3	3
1	192269085	+	0	0	0	1
1	192297118	+	0	0	2	1
1	192305328	-	0	1	0	0
1	192306537	-	0	0	0	2
1	192308671	+	1	0	0	0
1	192309485	+	0	0	2	0
1	192311114	-	0	1	0	0
1	192315430	+	0	0	0	1
1	192346451	+	0	0	1	0
1	192349894	-	0	0	0	1
1	192430679	-	0	0	0	1
1	192432707	-	0	0	2	0
1	192432708	-	0	0	0	1
1	192433317	+	3	0	0	0
1	192434897	+	0	1	0	2
1	192434910	+	0	3	0	0
1	192435032	+	0	2	0	0
1	192438983	-	0	0	0	1
1	192438994	-	2	1	3	1
1	192438995	-	0	1	0	1
1	192439023	-	0	0	1	0
1	192439049	-	0	0	1	0
1	192440418	-	0	1	0	0
1	192440507	-	0	1	0	0
1	192441616	-	0	0	1	0
1	192441681	+	0	0	3	3
1	192441875	-	0	0	0	1
1	192525540	-	0	4	0	0
1	192525541	-	0	0	0	1
1	192626648	+	0	0	1	0
1	192646102	-	0	0	1	0
1	192646241	-	0	0	0	1
1	192646568	-	0	0	1	0
1	192687250	+	3	1	2	0
1	192756289	-	0	0	1	0
1	192763495	+	1	0	0	0
1	192763929	-	0	2	1	1
1	192765059	-	0	0	1	0
1	192799836	-	0	0	0	1
1	192799997	-	0	0	0	1
1	192811244	-	1	0	0	0
1	192885580	+	1	7	7	2
1	192893438	+	0	0	1	0
1	192942647	+	0	0	1	0
1	193066752	-	0	0	1	0
1	193067225	+	0	0	0	1
1	193067541	-	0	0	1	0
1	193067924	-	0	0	2	0
1	193076845	+	0	0	1	0
1	193079086	-	0	0	7	2
1	193079087	-	0	0	2	2
1	193079088	-	0	0	3	0
1	193079601	-	0	0	0	2
1	193151271	-	0	0	1	0
1	193178134	+	0	0	0	1
1	193182802	+	0	0	0	2
1	193183331	+	0	0	1	1
1	193184381	+	0	1	1	0
1	193186484	+	0	0	2	0
1	193186877	-	0	0	0	3
1	193195381	+	0	0	0	1
1	193195384	+	0	0	1	1
1	193195542	+	0	0	1	0
1	193196923	+	9	18	37	18
1	193202139	-	0	0	0	1
1	193202474	-	2	0	0	0
1	193204484	+	0	1	0	1
1	193287893	-	0	0	1	0
1	193288067	-	0	0	0	1
1	193329466	+	0	0	1	0
1	193348037	-	0	0	3	0
1	193352629	+	1	0	0	0
1	193355495	+	0	0	1	0
1	193355498	+	0	0	1	0
1	193355602	+	0	2	0	0
1	193355641	+	0	0	1	0
1	193356314	+	1	0	1	0
1	193488015	+	0	0	1	0
1	193489184	-	0	0	0	2
1	193503442	-	0	0	4	4
1	193503461	-	0	0	1	0
1	193511259	-	0	0	1	2
1	193527567	+	0	0	0	1
1	193547391	+	0	0	2	0
1	193547397	-	0	0	0	1
1	193547481	-	0	0	0	1
1	193547483	-	0	0	2	0
1	193547485	-	0	0	0	1
1	193547486	-	0	0	1	0
1	193547511	-	0	0	1	0
1	193547719	-	0	0	0	1
1	193550849	+	0	0	1	0
1	193622404	+	0	0	1	0
1	193622716	+	0	0	0	1
1	193622719	+	1	0	0	0
1	193622722	+	6	44	3	0
1	193630142	+	0	0	0	1
1	193633769	+	0	1	0	0
1	193634529	-	0	0	0	1
1	193634530	-	1	17	18	8
1	193637520	-	0	0	1	0
1	193777638	+	0	0	1	0
1	193780958	+	0	0	0	2
1	193793802	+	0	0	1	0
1	193801019	-	0	0	0	1
1	193801020	-	0	1	0	0
1	193801847	-	0	0	1	0
1	193801848	-	0	1	0	0
1	193825680	-	0	0	1	0
1	193844632	+	1	0	0	0
1	193862328	-	0	0	1	0
1	193863189	-	0	0	1	0
1	193892123	+	0	0	1	0
1	193903035	+	0	0	0	1
1	193906277	+	0	0	1	1
1	193906280	+	0	0	5	1
1	193906283	+	0	1	0	0
1	193906627	+	0	0	1	0
1	193906666	+	0	0	0	2
1	193907815	+	0	0	0	1
1	193908687	+	0	1	0	0
1	194026839	-	0	0	0	3
1	194046601	-	0	1	0	0
1	194047724	-	0	1	0	0
1	194053117	-	0	0	0	1
1	194053689	+	0	0	0	4
1	194219158	+	0	0	2	1
1	194221771	-	0	0	1	1
1	194243886	-	0	1	0	0
1	194250419	-	0	1	0	0
1	194252040	+	0	1	0	0
1	194252043	+	0	0	1	0
1	194322371	-	0	0	0	2
1	194379018	-	0	0	0	1
1	194415068	-	0	0	0	1
1	194455896	+	0	0	2	0
1	194488078	-	1	0	0	0
1	194488725	-	1	2	18	15
1	194488729	-	0	3	4	2
1	194488730	-	1	0	0	0
1	194521748	+	1	0	1	0
1	194526653	-	0	3	0	1
1	194546816	+	0	0	2	1
1	194546819	+	0	0	1	1
1	194549514	-	0	0	1	0
1	194556190	-	0	0	0	1
1	194598619	+	0	0	1	0
1	194598838	-	0	0	0	1
1	194598839	-	0	0	1	0
1	194604102	-	0	0	2	0
1	194604155	-	0	0	1	0
1	194604196	-	0	0	1	0
1	194604234	-	0	0	0	1
1	194604322	-	0	0	1	0
1	194604635	-	0	0	0	1
1	194605462	+	1	0	0	0
1	194605718	-	0	0	2	0
1	194606524	-	0	0	1	0
1	194669995	-	0	0	0	1
1	194690594	+	0	1	0	0
1	194690662	+	0	1	0	0
1	194690665	+	0	1	0	0
1	194690694	+	0	3	0	0
1	194690723	+	0	2	0	0
1	194690743	-	0	0	0	1
1	194690977	+	0	0	0	3
1	194691706	+	0	0	2	0
1	194691795	-	0	1	0	0
1	194691855	+	0	0	5	6
1	194691940	-	0	0	0	1
1	194691941	-	0	0	1	0
1	194692013	-	0	0	1	0
1	194692299	-	0	0	0	1
1	194692300	-	0	0	1	0
1	194699390	+	0	2	0	0
1	194704808	-	0	0	1	0
1	194708394	-	0	0	1	0
1	194713570	-	0	0	1	0
1	194717888	-	0	0	1	0
1	194719114	-	0	0	1	0
1	194720263	-	0	0	2	0
1	194763526	-	0	1	0	0
1	194764336	-	0	0	0	1
1	194765209	+	0	0	0	1
1	194765678	-	0	0	0	1
1	194766318	-	0	0	2	0
1	194767366	-	0	0	0	1
1	194767544	+	1	0	0	0
1	194768092	+	0	2	0	0
1	194785846	+	0	0	0	2
1	194787117	+	0	0	0	2
1	194792016	+	0	1	0	0
1	194793609	-	0	0	0	1
1	194887325	-	0	0	1	3
1	194896783	+	0	0	0	2
1	194896981	+	0	0	1	0
1	194906063	+	0	0	0	1
1	194965974	-	0	2	0	0
1	194967911	+	1	4	7	1
1	195026164	-	0	4	5	0
1	195026849	+	0	0	2	0
1	195028737	-	0	0	1	1
1	195030693	-	0	0	0	1
1	195030871	-	0	0	1	0
1	195075099	-	0	1	1	0
1	195076569	+	0	1	0	0
1	195105370	+	4	59	6	4
1	195179776	-	0	0	0	1
1	195182393	+	0	0	0	1
1	195183544	+	0	0	1	0
1	195183995	+	1	3	1	0
1	195206145	-	0	0	0	2
1	195206147	-	0	0	0	1
1	195214619	-	0	0	0	1
1	195218109	+	0	2	0	1
1	195218330	+	0	0	0	1
1	195218439	+	0	0	3	0
1	195218442	+	0	0	3	0
1	195218445	+	0	0	0	1
1	195218495	+	0	1	0	0
1	195219035	-	1	0	0	0
1	195219895	-	1	0	0	0
1	195220225	-	0	1	0	0
1	195220667	-	0	1	0	1
1	195220801	+	0	0	0	2
1	195220856	+	0	0	0	1
1	195220863	+	0	0	0	1
1	195220866	+	0	0	1	1
1	195220869	+	0	0	0	1
1	195309777	+	0	0	2	0
1	195315529	-	0	0	1	0
1	195323849	-	0	0	1	0
1	195364435	+	0	0	0	1
1	195366535	-	0	0	0	1
1	195433541	+	1	0	0	0
1	195436430	+	0	1	0	0
1	195448094	+	1	0	0	0
1	195517797	+	0	0	1	0
1	195518441	+	0	0	0	1
1	195526845	-	0	0	0	1
1	195588240	-	0	0	0	1
1	195590016	-	0	1	1	0
1	195591359	-	0	1	0	0
1	195594376	-	0	0	0	1
1	195594431	-	0	0	0	3
1	195594548	-	0	0	0	2
1	195594549	-	1	0	3	4
1	195594785	-	0	0	1	0
1	195597154	-	1	5	8	6
1	195605837	-	0	2	0	0
1	195629711	+	0	0	3	1
1	195647345	-	0	0	1	0
1	195670329	-	0	0	2	0
1	195718866	+	3	5	1	0
1	195721053	+	0	0	1	0
1	195755059	-	3	62	6	3
1	195755361	-	0	0	1	1
1	195755617	+	2	29	21	5
1	195756162	-	0	0	0	4
1	195757541	-	0	0	0	1
1	195787168	+	0	1	1	0
1	195787357	+	0	0	0	1
1	195798964	+	0	0	1	0
1	195802690	-	0	0	1	0
1	195804800	+	0	0	0	1
1	195804962	-	0	0	2	0
1	195880450	-	0	0	6	0
1	195920225	+	0	0	1	0
1	195920361	+	0	0	3	0
1	195935785	-	0	0	1	0
1	195940562	+	0	0	1	0
1	195943271	-	0	0	0	1
1	195943279	-	0	0	1	0
1	195943281	-	0	0	0	1
1	195943382	-	0	0	0	1
1	195943441	+	0	0	3	0
1	195943608	+	0	1	0	0
1	195948354	-	0	0	1	0
1	195951806	+	0	0	1	0
1	195954068	+	0	0	0	1
1	195958658	+	0	0	1	0
1	196059708	-	1	0	0	0
1	196085056	+	0	0	1	0
1	196085168	+	0	0	1	0
1	196085296	+	0	0	0	1
1	196085992	+	0	0	2	0
1	196086170	-	0	0	3	1
1	196086226	+	0	0	0	1
1	196088796	+	0	0	2	3
1	196099470	+	0	0	1	0
1	196113020	+	0	0	3	0
1	196114662	+	0	0	1	0
1	196124327	+	0	0	0	1
1	196158081	-	0	0	1	0
1	196159856	+	1	1	23	16
1	196161667	+	0	1	0	0
1	196164920	+	0	0	0	1
1	196201936	+	0	0	6	4
1	196226869	+	0	0	1	1
1	196233768	+	0	0	2	0
1	196236334	+	0	1	0	0
1	196241149	+	0	1	0	0
1	196241475	-	0	0	1	0
1	196241616	+	0	0	1	0
1	196249593	-	0	0	2	0
1	196283664	+	0	1	1	0
1	196283778	+	0	0	1	0
1	196296520	+	0	0	1	1
1	196296621	-	0	0	1	0
1	196296622	-	0	0	1	0
1	196296764	+	0	0	0	1
1	196298480	+	0	3	0	0
1	196298505	+	2	0	0	0
1	196312594	-	0	0	1	0
1	196318206	-	0	0	1	0
1	196329524	-	0	0	7	5
1	196333435	+	0	1	0	0
1	196335980	+	0	2	0	0
1	196338446	+	0	0	0	1
1	196340275	+	0	0	0	1
1	196374164	-	0	1	0	0
1	196374166	-	0	6	0	0
1	196374177	-	0	1	0	0
1	196391078	-	0	0	1	0
1	196403335	+	0	1	0	0
1	196404968	-	0	0	0	1
1	196405062	-	0	0	2	1
1	196408930	+	0	1	0	0
1	196454006	+	0	0	1	0
1	196458893	+	1	0	0	0
1	196459274	-	1	0	0	0
1	196463317	-	0	0	0	1
1	196463318	-	0	1	0	0
1	196463319	-	0	0	1	0
1	196463420	-	0	0	0	1
1	196463443	-	0	0	4	0
1	196463475	-	0	0	0	1
1	196463480	-	0	0	1	0
1	196463482	-	0	0	6	2
1	196463483	-	0	0	24	12
1	196473878	-	0	0	0	1
1	196481723	+	0	0	2	0
1	196494174	-	0	1	0	0
1	196519486	-	0	0	1	0
1	196549283	-	0	0	0	1
1	196563681	-	0	0	2	0
1	196578101	-	0	0	1	0
1	196579565	-	0	1	2	0
1	196579637	+	0	1	1	1
1	196605141	-	0	0	1	0
1	196620779	+	0	0	1	0
1	196625911	-	0	0	0	1
1	196626988	+	0	0	1	0
1	196675472	+	0	0	1	2
1	196676700	-	0	0	0	1
1	196700548	-	0	0	1	0
1	196709057	-	0	0	4	3
1	196724646	+	0	0	0	1
1	196726142	+	0	0	1	0
1	196727723	-	0	1	0	0
1	196727724	-	1	0	0	0
1	196731752	-	0	1	1	0
1	196736102	-	0	1	0	0
1	196736270	-	0	0	1	0
1	196736656	-	0	2	0	1
1	196737254	+	0	0	1	0
1	196790069	-	1	0	0	0
1	196797696	-	0	1	0	0
1	196801933	+	0	3	0	0
1	196802459	+	0	0	1	0
1	196806121	+	0	1	2	2
1	196894266	-	0	0	1	0
1	196901090	+	0	0	0	2
1	197008129	-	0	2	0	0
1	197008130	-	0	7	0	0
1	197088979	+	0	1	0	0
1	197089030	+	0	2	1	3
1	197089033	+	0	0	0	1
1	197092460	+	0	0	2	0
1	197098101	+	13	1	3	1
1	197102492	-	0	1	1	0
1	197102493	-	0	1	0	0
1	197103147	+	0	0	0	2
1	197112970	-	0	0	0	1
1	197113603	+	0	0	1	0
1	197200373	+	0	0	1	0
1	197227455	-	0	0	0	1
1	197227535	-	1	0	0	0
1	197271545	+	0	0	0	1
1	197272356	-	0	0	1	0
1	197272891	-	0	0	1	0
1	197293959	+	0	1	0	0
1	197294279	+	0	0	1	0
1	197294788	-	0	1	0	0
1	197295067	+	1	0	0	0
1	197295506	+	0	0	1	0
1	197295734	+	2	2	7	6
1	197295745	-	1	0	0	1
1	197295747	-	0	1	0	0
1	197295915	-	0	0	1	0
1	197295993	-	0	0	1	1
1	197295994	-	0	1	0	0
1	197301293	+	0	2	1	0
1	197301492	+	0	0	1	0
1	197401220	+	0	0	1	0
1	197531839	+	0	0	1	0
1	197555949	+	0	0	1	0
1	197556846	+	0	0	216	77
1	197589992	-	0	0	1	0
1	197614468	+	0	0	1	0
1	197616824	-	0	1	0	2
1	197635954	+	0	0	0	2
1	197636281	-	0	0	1	0
1	197644470	+	0	0	0	1
1	197675572	-	0	0	0	1
1	197690095	-	0	0	1	0
1	197690099	-	0	0	0	1
1	197690192	-	0	0	0	1
1	197690627	-	0	0	0	1
1	197690911	-	0	0	2	0
1	197690933	-	0	0	1	0
1	197691138	-	1	0	0	0
1	197782466	-	0	0	0	1
1	197826819	+	0	0	0	1
1	197830120	+	0	0	0	1
1	197836425	+	0	0	1	0
1	197884292	-	0	0	1	0
1	197890534	-	1	0	0	1
1	197893019	-	0	0	0	1
1	197997171	+	0	2	0	0
1	197997907	+	1	2	5	3
1	198020138	-	0	0	1	0
1	198085849	+	0	0	2	0
1	198146864	+	0	0	0	1
1	198223726	-	0	0	57	14
1	198226117	+	0	0	1	0
1	198227506	-	0	0	1	1
1	198227572	-	0	0	1	1
1	198227731	+	0	3	0	0
1	198228094	+	0	0	1	0
1	198228354	+	1	0	0	0
1	198253895	-	0	0	1	0
1	198265212	-	0	0	0	1
1	198265582	-	0	0	0	1
1	198266653	-	0	0	1	0
1	198266694	-	7	9	6	2
1	198342228	+	0	0	0	1
1	198355420	+	0	0	1	0
1	198384078	+	0	0	2	0
1	198385332	-	0	0	1	0
1	198386313	+	0	0	0	3
1	198388488	+	1	1	0	0
1	198415809	+	0	0	0	1
1	198426231	-	1	0	0	0
1	198426232	-	0	0	2	1
1	198426382	-	0	2	2	1
1	198428803	-	0	1	0	0
1	198440145	-	0	0	0	1
1	198449207	+	0	0	2	0
1	198450685	+	1	0	0	0
1	198458779	-	0	0	1	0
1	198506483	+	0	0	2	0
1	198507606	-	1	0	0	0
1	198507839	+	0	1	1	1
1	198508496	+	0	1	3	1
1	198508687	+	0	0	3	0
1	198532865	-	0	0	0	2
1	198574814	+	0	0	0	1
1	198578118	-	0	0	2	0
1	198640059	+	0	0	1	0
1	198642671	+	0	0	1	0
1	198642878	-	0	0	2	0
1	198686975	+	1	8	1	2
1	198726052	+	0	0	1	0
1	198766618	+	0	1	0	0
1	198767312	-	0	1	0	0
1	198768631	+	0	0	0	1
1	198773050	-	0	0	0	1
1	198774631	-	0	0	0	1
1	198775197	+	0	0	1	0
1	198775992	-	1	0	0	2
1	198775994	-	0	0	1	0
1	198780788	+	1	0	0	0
1	198782910	+	0	0	0	1
1	198852830	-	0	0	1	0
1	198853074	-	1	1	0	0
1	198861833	+	0	0	0	1
1	198940226	-	0	0	0	1
1	198940342	+	0	0	2	65
1	198966984	-	0	0	0	1
1	199004405	+	1	0	0	0
1	199027009	-	0	0	19	10
1	199103636	+	0	0	0	1
1	199103741	+	0	1	0	0
1	199104353	-	0	0	1	0
1	199105719	-	0	0	1	0
1	199133494	-	0	0	7	10
1	199140314	+	0	0	0	1
1	199140551	-	0	0	0	1
1	199140648	+	0	0	1	0
1	199185209	+	0	0	2	0
1	199302930	+	0	0	3	3
1	199329603	+	0	2	0	0
1	199330302	-	0	0	2	2
1	199371874	-	0	2	0	0
1	199373421	-	0	0	1	0
1	199373575	+	0	1	0	1
1	199414083	+	0	0	1	0
1	199432857	+	0	0	1	0
1	199441545	-	0	0	0	1
1	199444544	+	0	0	0	2
1	199471593	-	0	0	1	0
1	199471594	-	0	0	2	0
1	199519864	+	0	1	0	0
1	199524907	-	0	0	4	3
1	199524909	-	0	4	4	5
1	199528281	-	0	0	0	1
1	199531347	-	0	0	1	0
1	199535399	-	0	1	0	0
1	199536100	+	0	0	2	3
1	199539498	-	0	0	0	1
1	199569050	+	0	0	1	2
1	199647647	-	0	0	2	0
1	199648023	-	0	0	0	1
1	199648859	+	0	0	0	1
1	199648999	+	0	1	2	0
1	199649641	-	0	0	3	8
1	199674692	+	0	0	2	0
1	199674702	+	0	0	3	0
1	199674716	+	0	1	1	0
1	199674867	+	0	0	0	1
1	199675098	+	0	0	1	0
1	199675103	+	0	0	1	0
1	199675106	+	0	0	1	0
1	199675108	+	0	0	2	0
1	199675151	+	0	0	0	1
1	199675173	+	0	0	2	0
1	199675339	+	0	0	1	0
1	199675433	+	0	2	2	0
1	199675454	+	0	0	1	0
1	199675457	+	0	1	8	0
1	199675464	+	0	0	9	0
1	199675530	-	0	0	2	0
1	199713248	-	0	1	0	0
1	199765523	-	0	1	0	0
1	199789903	-	0	1	0	0
1	199864940	-	0	0	0	1
1	199894308	+	0	0	0	1
1	199930857	+	0	1	11	9
1	200036916	-	1	2	0	0
1	200041669	-	0	0	0	1
1	200044455	-	0	1	0	0
1	200045862	-	0	0	0	1
1	200046111	+	0	0	6	7
1	200049583	-	1	0	0	0
1	200051285	-	0	2	0	0
1	200051509	-	2	0	0	0
1	200051530	-	1	0	0	0
1	200051667	-	0	0	3	0
1	200086825	-	0	0	0	1
1	200111595	-	0	0	2	0
1	200111596	-	0	0	0	1
1	200111597	-	0	0	1	0
1	200111606	+	1	9	18	4
1	200117285	-	0	0	2	0
1	200120246	+	0	0	0	1
1	200146752	-	0	0	0	1
1	200193372	-	0	0	1	0
1	200194700	+	0	0	1	0
1	200194703	-	0	0	0	1
1	200220936	-	0	0	0	1
1	200253983	+	0	0	1	0
1	200265058	+	0	0	1	0
1	200285173	+	0	1	2	0
1	200301441	+	0	0	0	1
1	200347288	-	0	0	7	3
1	200368548	-	0	0	2	0
1	200427872	-	0	0	1	2
1	200427873	-	0	0	1	6
1	200427875	-	0	0	1	1
1	200438283	-	0	0	1	0
1	200444511	+	1	1	0	0
1	200447776	-	0	1	1	0
1	200448675	+	0	0	0	1
1	200472700	+	0	0	1	0
1	200478946	-	0	0	3	2
1	200504556	+	0	0	0	1
1	200504559	+	0	0	0	4
1	200504562	+	0	1	0	0
1	200504568	+	0	0	0	3
1	200504637	+	0	0	0	1
1	200504836	-	0	0	1	0
1	200515212	-	0	2	0	0
1	200516495	-	0	0	1	0
1	200518874	-	0	0	0	1
1	200518947	-	2	18	7	0
1	200518977	-	0	1	0	0
1	200519028	-	3	1	0	0
1	200530220	+	0	0	0	1
1	200535497	+	0	0	1	0
1	200577151	-	0	0	2	1
1	200608597	+	0	0	1	0
1	200642798	+	0	0	0	1
1	200655744	-	0	0	0	1
1	200655876	-	0	0	1	0
1	200662539	+	4	6	1	4
1	200666548	-	0	0	1	0
1	200679680	+	0	0	1	1
1	200682517	+	0	0	0	1
1	200718695	+	1	0	0	0
1	200747279	-	0	1	0	0
1	200751561	-	0	2	0	0
1	200759326	+	0	0	1	1
1	200759400	+	0	0	1	0
1	200812288	-	0	0	0	1
1	200873359	-	0	0	0	1
1	200896609	-	3	18	14	4
1	200898959	-	0	1	0	0
1	200940123	+	1	0	0	0
1	200945867	+	0	0	3	2
1	200945977	+	0	0	0	1
1	200946148	+	0	2	1	0
1	200946530	-	0	0	0	1
1	200946531	-	1	0	0	0
1	200946532	-	0	0	6	8
1	200947325	-	1	1	0	0
1	201035928	-	0	0	0	1
1	201080100	+	0	0	1	0
1	201230003	-	0	0	0	1
1	201327338	+	0	0	1	0
1	201474956	-	0	0	8	6
1	201503572	+	0	1	0	0
1	201506352	+	0	0	1	0
1	201520165	+	1	0	2	0
1	201524629	+	0	0	1	0
