# HOMER Peaks
# Peak finding parameters:
# tag directory = posFile_89_90/
#
# total peaks = 26698
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 7931647.0
# Total tags in peaks = 7173674.0
# Approximate IP efficiency = 90.44%
# tags per bp = 0.003966
# expected tags per peak = 0.297
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.151667e-08
# FDR tag threshold = 7.0
# number of putative peaks = 31345
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 4647
#
# cmd = findPeaks posFile_89_90/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
3-256	3	112224729	112224879	-	566.1	0.751	449.000000	1551.81	0.00e+00	0.430493	0.287402
4-219	4	194520077	194520227	-	566.1	0.944	449.000000	82.82	0.00e+00	0.846325	0.188406
5-318	5	190283450	190283600	-	566.1	0.980	454.000000	567.01	0.00e+00	0.968820	0.428571
6-214	6	140068102	140068252	+	566.1	0.898	449.000000	415.27	0.00e+00	0.404494	0.769811
6-209	6	167774497	167774647	+	566.1	0.934	457.000000	42.98	0.00e+00	0.490153	0.751073
7-211	7	139401909	139402059	-	566.1	0.667	452.000000	796.87	0.00e+00	0.594104	0.435754
9-159	9	123682400	123682550	-	566.1	0.845	454.000000	2948.43	0.00e+00	0.826281	0.782051
1-380	1	43068885	43069035	-	564.8	0.969	452.000000	668.61	0.00e+00	0.897321	0.021739
2-263	2	10546404	10546554	-	564.8	0.798	448.000000	4903.11	0.00e+00	0.796875	0.098901
3-254	3	109380489	109380639	+	564.8	0.964	453.000000	2941.87	0.00e+00	0.935268	0.689655
5-319	5	99034559	99034709	-	564.8	0.978	453.000000	653.75	0.00e+00	0.964286	0.562500
6-211	6	125338357	125338507	+	564.8	0.878	452.000000	397.55	0.00e+00	0.538976	0.328502
7-214	7	988019	988169	+	564.8	0.739	449.000000	1470.93	0.00e+00	0.185268	0.463014
9-144	9	99682751	99682901	+	564.8	0.935	483.000000	147.83	0.00e+00	0.861607	0.645161
1-382	1	223210304	223210454	+	563.6	0.949	452.000000	87.88	0.00e+00	0.953020	0.285714
10-156	10	132988059	132988209	-	563.6	0.929	448.000000	978.43	0.00e+00	0.655738	0.666667
3-255	3	200505814	200505964	-	563.6	0.942	450.000000	212.70	0.00e+00	0.959732	0.611111
4-217	4	45296288	45296438	-	563.6	0.984	453.000000	1630.72	0.00e+00	0.547739	0.738889
8-237	8	153937084	153937234	-	563.6	0.448	448.000000	889.48	0.00e+00	0.288945	0.462898
6-216	6	71112225	71112375	+	562.3	0.682	446.000000	3660.92	0.00e+00	0.591928	0.576923
8-236	8	168612746	168612896	-	562.3	0.604	450.000000	2440.61	0.00e+00	0.322870	0.321192
9-155	9	120621273	120621423	-	562.3	0.915	460.000000	259.18	0.00e+00	0.691275	0.413043
10-158	10	81549153	81549303	+	561.0	0.989	445.000000	5844.33	0.00e+00	0.489888	0.643172
3-257	3	173065823	173065973	-	559.8	0.989	444.000000	4165.14	0.00e+00	0.986486	0.666667
7-215	7	138591460	138591610	+	559.8	0.308	447.000000	179.98	0.00e+00	0.330097	0.731884
1-369	1	216107745	216107895	-	558.5	0.421	460.000000	1003.11	0.00e+00	0.291262	0.544521
1-368	1	296076900	296077050	+	558.5	0.957	461.000000	786.23	0.00e+00	0.649652	0.311258
10-159	10	83606137	83606287	+	557.3	0.867	442.000000	4837.44	0.00e+00	0.934389	0.724138
2-262	2	2635258	2635408	-	557.3	0.641	448.000000	744.22	0.00e+00	0.764706	0.673077
2-265	2	63621721	63621871	-	557.3	0.535	443.000000	475.81	0.00e+00	0.300000	0.465116
6-203	6	143329268	143329418	+	557.3	0.959	464.000000	271.26	0.00e+00	0.763218	0.320388
7-220	7	18233240	18233390	+	557.3	0.874	442.000000	1036.60	0.00e+00	0.477169	0.314410
7-218	7	141163660	141163810	-	557.3	0.957	445.000000	4837.44	0.00e+00	0.945701	0.166667
7-170	7	171578815	171578965	-	557.3	0.546	585.000000	129.57	0.00e+00	0.555556	0.240000
8-238	8	171772689	171772839	-	557.3	0.989	442.000000	358.33	0.00e+00	0.995475	1.000000
9-162	9	60598104	60598254	+	557.3	0.767	444.000000	4146.38	0.00e+00	0.631222	0.288344
1-387	1	183584761	183584911	+	556.0	0.977	444.000000	7239.75	0.00e+00	0.954649	0.250000
2-266	2	3181118	3181268	+	556.0	0.962	441.000000	2895.90	0.00e+00	0.587302	0.296703
2-267	2	50613499	50613649	-	556.0	0.995	441.000000	9653.00	0.00e+00	0.866213	0.728814
3-261	3	115377008	115377158	-	556.0	0.870	441.000000	28959.00	0.00e+00	0.995465	1.000000
5-317	5	199427221	199427371	+	556.0	0.476	458.000000	396.70	0.00e+00	0.318777	0.653846
7-221	7	127408338	127408488	+	556.0	0.975	442.000000	2895.90	0.00e+00	0.427602	0.217391
7-209	7	144943527	144943677	-	556.0	0.828	453.000000	706.32	0.00e+00	0.353741	0.631579
10-160	10	138723012	138723162	-	554.7	0.918	440.000000	614.75	0.00e+00	0.859091	0.370968
2-268	2	20986710	20986860	+	554.7	0.821	440.000000	7223.33	0.00e+00	0.893182	0.723404
3-263	3	156529298	156529448	-	554.7	0.927	440.000000	740.85	0.00e+00	0.915909	0.270270
3-258	3	227043877	227044027	+	554.7	0.871	444.000000	1070.12	0.00e+00	0.820046	0.443038
4-222	4	136963346	136963496	+	554.7	0.611	444.000000	687.94	0.00e+00	0.683060	0.387931
7-222	7	78389534	78389684	-	554.7	0.995	440.000000	28893.33	0.00e+00	0.502273	0.041096
1-388	1	43765370	43765520	+	553.5	0.769	442.000000	960.92	0.00e+00	0.709091	0.609375
3-259	3	122533150	122533300	-	553.5	0.952	443.000000	514.78	0.00e+00	0.956720	0.631579
4-221	4	36941316	36941466	+	553.5	0.984	444.000000	1153.11	0.00e+00	0.986333	0.000000
4-223	4	155256665	155256815	-	553.5	0.527	444.000000	1253.38	0.00e+00	0.374118	0.203008
6-218	6	159860273	159860423	-	553.5	0.510	439.000000	514.78	0.00e+00	0.469194	0.776786
8-241	8	92939216	92939366	+	553.5	0.964	439.000000	2402.31	0.00e+00	0.965831	0.400000
8-234	8	122682677	122682827	-	553.5	0.753	458.000000	739.17	0.00e+00	0.279817	0.630573
2-271	2	24990700	24990850	-	552.2	0.720	438.000000	719.05	0.00e+00	0.570776	0.531915
2-261	2	67023185	67023335	+	552.2	0.567	449.000000	542.68	0.00e+00	0.337104	0.566553
2-242	2	217893697	217893847	+	552.2	0.877	479.000000	70.84	0.00e+00	0.790323	0.439560
2-272	2	221908185	221908335	-	552.2	0.699	438.000000	14381.00	0.00e+00	0.684932	0.710145
4-220	4	197248304	197248454	-	552.2	0.825	445.000000	39.40	0.00e+00	0.805936	0.764706
4-225	4	231342708	231342858	-	552.2	0.683	442.000000	845.94	0.00e+00	0.205882	0.470085
7-223	7	150951254	150951404	-	552.2	0.244	440.000000	1691.88	0.00e+00	0.267157	0.384615
6-215	6	163617828	163617978	+	551.0	0.755	449.000000	1195.68	0.00e+00	0.613208	0.506098
7-224	7	155626550	155626700	+	551.0	0.966	438.000000	81.76	0.00e+00	0.903890	0.571429
7-212	7	169790296	169790446	-	551.0	0.895	452.000000	531.41	0.00e+00	0.577465	0.550000
8-240	8	77106441	77106591	+	551.0	0.929	439.000000	1913.09	0.00e+00	0.424658	0.781746
9-156	9	137417711	137417861	-	551.0	0.618	459.000000	989.53	0.00e+00	0.661871	0.312057
1-379	1	277064252	277064402	-	549.7	0.973	453.000000	283.47	0.00e+00	0.378190	0.555970
2-270	2	926070	926220	+	549.7	0.721	438.000000	987.26	0.00e+00	0.733945	0.732759
4-226	4	178486102	178486252	+	549.7	0.905	441.000000	2602.79	0.00e+00	0.789116	0.591398
5-324	5	1617940	1618090	+	549.7	0.982	437.000000	1506.88	0.00e+00	0.988532	0.200000
5-326	5	161041422	161041572	-	549.7	0.609	436.000000	773.80	0.00e+00	0.635321	0.578616
6-217	6	104230686	104230836	+	549.7	0.973	441.000000	987.26	0.00e+00	0.417840	0.354839
7-225	7	145184267	145184417	+	549.7	0.904	436.000000	1908.71	0.00e+00	0.692661	0.425373
7-216	7	157425888	157426038	+	549.7	0.763	446.000000	1431.53	0.00e+00	0.776498	0.536082
8-242	8	172112815	172112965	+	549.7	0.998	436.000000	3181.19	0.00e+00	0.995413	0.000000
9-160	9	17322403	17322553	+	549.7	0.725	453.000000	447.35	0.00e+00	0.629032	0.559006
1-391	1	3273274	3273424	+	548.4	0.890	439.000000	840.15	0.00e+00	0.838095	0.058824
1-396	1	54122752	54122902	+	548.4	0.895	436.000000	65.07	0.00e+00	0.868966	0.403509
1-394	1	224511893	224512043	-	548.4	0.557	437.000000	484.15	0.00e+00	0.712803	0.457831
2-274	2	131381933	131382083	-	548.4	0.702	435.000000	732.44	0.00e+00	0.340230	0.912892
3-262	3	117789591	117789741	-	548.4	0.403	440.000000	187.93	0.00e+00	0.391167	0.227979
7-219	7	153212972	153213122	-	548.4	0.858	445.000000	1680.29	0.00e+00	0.891954	0.191489
1-389	1	205266713	205266863	-	547.2	0.857	441.000000	1139.97	0.00e+00	0.841014	0.898551
1-390	1	297687358	297687508	-	547.2	0.940	440.000000	1187.47	0.00e+00	0.458525	0.076596
4-227	4	172777600	172777750	+	547.2	0.618	440.000000	374.99	0.00e+00	0.486175	0.748879
5-325	5	2603670	2603820	-	547.2	0.982	437.000000	1583.30	0.00e+00	0.785714	0.709677
5-322	5	10791927	10792077	+	547.2	0.451	440.000000	182.69	0.00e+00	0.426230	0.371429
8-203	8	111356513	111356663	-	547.2	0.793	505.000000	70.37	0.00e+00	0.723629	0.770992
9-157	9	130772830	130772980	-	547.2	0.290	455.000000	491.37	0.00e+00	0.268182	0.667702
1-393	1	59958749	59958899	+	545.9	0.790	438.000000	481.93	0.00e+00	0.792148	0.888889
2-264	2	234220471	234220621	+	545.9	0.873	447.000000	1053.10	0.00e+00	0.875289	0.259259
4-224	4	163873502	163873652	+	545.9	0.855	443.000000	646.22	0.00e+00	0.801843	0.337209
5-311	5	137191954	137192104	+	545.9	0.949	475.000000	451.33	0.00e+00	0.971698	0.333333
9-164	9	35248439	35248589	+	545.9	0.991	434.000000	9477.89	0.00e+00	0.965358	0.666667
1-395	1	162451	162601	-	544.7	0.956	436.000000	5673.60	0.00e+00	0.930556	0.533333
1-392	1	45954501	45954651	-	544.7	0.958	438.000000	337.71	0.00e+00	0.972222	0.250000
1-397	1	196236116	196236266	+	544.7	0.561	436.000000	1891.20	0.00e+00	0.261501	0.226230
4-230	4	127731405	127731555	-	544.7	0.988	434.000000	4052.57	0.00e+00	0.974537	0.545455
7-208	7	170285131	170285281	+	544.7	0.873	454.000000	506.57	0.00e+00	0.879717	0.686275
8-244	8	173192861	173193011	+	544.7	0.672	432.000000	3546.00	0.00e+00	0.602804	0.752941
1-403	1	72242778	72242928	+	543.4	0.548	431.000000	2021.60	0.00e+00	0.482599	0.883408
2-275	2	234416662	234416812	+	543.4	0.977	434.000000	1010.80	0.00e+00	0.901639	0.738095
3-269	3	43223941	43224091	+	543.4	0.864	432.000000	288.80	0.00e+00	0.700696	0.139535
3-268	3	122125022	122125172	-	543.4	0.694	433.000000	1664.84	0.00e+00	0.600000	0.691860
7-226	7	157608404	157608554	+	543.4	0.749	435.000000	6.51	1.53e-194	0.381609	0.501859
1-401	1	290625895	290626045	+	542.1	0.745	433.000000	5647.33	0.00e+00	0.497685	0.105991
10-154	10	17612022	17612172	+	542.1	0.986	453.000000	553.66	0.00e+00	0.818605	0.153846
2-277	2	60341329	60341479	+	542.1	0.593	432.000000	2016.90	0.00e+00	0.553699	0.502674
8-243	8	172762853	172763003	-	542.1	0.861	435.000000	656.67	0.00e+00	0.725581	0.338983
10-165	10	47756347	47756497	+	540.9	0.837	430.000000	761.38	0.00e+00	0.861502	0.542373
10-164	10	106446173	106446323	+	540.9	0.847	431.000000	908.74	0.00e+00	0.801865	0.741176
3-270	3	150311073	150311223	-	540.9	0.979	431.000000	4695.17	0.00e+00	0.764569	0.247525
5-328	5	12576602	12576752	+	540.9	0.701	431.000000	1280.50	0.00e+00	0.218097	0.519288
6-219	6	71782270	71782420	-	540.9	0.314	429.000000	2347.58	0.00e+00	0.248244	0.330218
1-366	1	88490949	88491099	-	539.6	0.589	462.000000	196.54	0.00e+00	0.533800	0.650000
1-404	1	196374000	196374150	-	539.6	0.967	431.000000	1338.35	0.00e+00	0.363971	0.560694
2-251	2	1721664	1721814	-	539.6	0.538	465.000000	702.63	0.00e+00	0.324766	0.349481
2-280	2	154493219	154493369	+	539.6	0.254	428.000000	3513.17	0.00e+00	0.242206	0.528481
3-264	3	174589653	174589803	-	539.6	0.301	440.000000	702.63	0.00e+00	0.505882	0.341270
3-267	3	191337200	191337350	+	539.6	0.995	436.000000	3122.81	0.00e+00	0.995327	1.000000
4-233	4	136984914	136985064	+	539.6	0.916	430.000000	2342.11	0.00e+00	0.618824	0.487654
6-221	6	165183278	165183428	+	539.6	0.648	428.000000	936.84	0.00e+00	0.717290	0.140496
7-227	7	8262482	8262632	+	539.6	0.848	430.000000	803.01	0.00e+00	0.421911	0.068548
8-245	8	89478412	89478562	-	539.6	0.951	428.000000	530.29	0.00e+00	0.436754	0.296610
10-166	10	139735460	139735610	-	538.3	0.848	427.000000	5607.93	0.00e+00	0.847775	0.323077
5-321	5	209718812	209718962	+	538.3	0.363	442.000000	292.08	0.00e+00	0.284900	0.438247
6-222	6	21184324	21184474	-	538.3	0.815	427.000000	3115.52	0.00e+00	0.798595	0.058140
6-196	6	58608627	58608777	-	538.3	0.841	477.000000	54.66	0.00e+00	0.537396	0.281437
6-224	6	156173832	156173982	+	538.3	0.939	427.000000	560.79	0.00e+00	0.550351	0.281250
7-228	7	19331323	19331473	+	538.3	0.755	429.000000	3504.96	0.00e+00	0.316159	0.311644
8-246	8	116824117	116824267	+	538.3	0.381	427.000000	250.35	0.00e+00	0.608365	0.592233
1-407	1	195755583	195755733	-	537.1	0.956	429.000000	3996.29	0.00e+00	0.957746	0.333333
1-399	1	264809095	264809245	+	537.1	0.941	435.000000	1075.92	0.00e+00	0.580189	0.685393
1-400	1	284083702	284083852	-	537.1	0.661	434.000000	79.70	0.00e+00	0.410798	0.450199
3-251	3	94815603	94815753	-	537.1	0.988	458.000000	317.89	0.00e+00	0.342365	0.625468
3-273	3	106427861	106428011	-	537.1	0.907	428.000000	847.70	0.00e+00	0.395735	0.529412
3-275	3	206596701	206596851	+	537.1	0.799	427.000000	1216.26	0.00e+00	0.791080	0.730337
4-234	4	53993313	53993463	-	537.1	0.972	426.000000	1165.58	0.00e+00	0.366477	0.345291
4-235	4	154823718	154823868	+	537.1	0.478	426.000000	27974.00	0.00e+00	0.441038	0.552743
5-329	5	56768607	56768757	+	537.1	0.838	426.000000	3996.29	0.00e+00	0.442080	0.470339
3-277	3	30922718	30922868	+	535.8	0.991	425.000000	930.28	0.00e+00	0.981176	0.125000
3-274	3	69207570	69207720	+	535.8	0.941	427.000000	5581.67	0.00e+00	0.971765	1.000000
3-260	3	231911607	231911757	+	535.8	0.378	442.000000	95.90	0.00e+00	0.379717	0.657795
7-229	7	153330908	153331058	+	535.8	0.946	425.000000	2537.12	0.00e+00	0.929412	0.433333
1-406	1	19556560	19556710	+	534.6	0.602	429.000000	449.08	0.00e+00	0.299065	0.666667
3-271	3	32534509	32534659	+	534.6	0.833	430.000000	2531.15	0.00e+00	0.551637	0.741573
3-272	3	134898621	134898771	-	534.6	0.993	430.000000	1113.71	0.00e+00	0.538462	0.644928
9-166	9	19928419	19928569	+	534.6	0.984	429.000000	29.43	0.00e+00	0.308123	0.757085
3-265	3	230600793	230600943	-	533.3	0.728	439.000000	712.23	0.00e+00	0.376190	0.545802
5-323	5	191640596	191640746	+	533.3	0.326	439.000000	750.73	0.00e+00	0.370253	0.442211
6-227	6	166163353	166163503	-	533.3	0.948	424.000000	6944.25	0.00e+00	0.860520	0.067797
9-167	9	14848033	14848183	+	533.3	0.875	426.000000	462.95	0.00e+00	0.747045	0.635514
1-409	1	31743847	31743997	+	532.0	0.920	426.000000	615.81	0.00e+00	0.603365	0.212121
1-408	1	253167889	253168039	+	532.0	0.969	428.000000	3079.04	0.00e+00	0.978673	0.444444
10-168	10	87804467	87804617	-	532.0	0.371	423.000000	374.48	0.00e+00	0.271868	0.555195
3-281	3	9382184	9382334	+	532.0	0.901	423.000000	1539.52	0.00e+00	0.706161	0.548387
3-249	3	85672903	85673053	+	532.0	0.920	461.000000	263.92	0.00e+00	0.923990	0.875000
4-236	4	33693620	33693770	+	532.0	0.761	422.000000	1979.38	0.00e+00	0.665877	0.212766
7-217	7	132097463	132097613	+	532.0	0.213	445.000000	675.89	0.00e+00	0.224181	0.480519
8-247	8	158938364	158938514	-	532.0	0.827	425.000000	494.85	0.00e+00	0.753555	0.625000
9-168	9	13180653	13180803	-	532.0	0.995	422.000000	486.16	0.00e+00	0.400474	0.181818
9-161	9	106542777	106542927	-	532.0	0.478	448.000000	83.47	0.00e+00	0.530026	0.250000
9-165	9	154920463	154920613	-	532.0	0.803	433.000000	176.51	0.00e+00	0.786385	0.626374
1-412	1	7863352	7863502	-	530.8	0.712	421.000000	282.10	0.00e+00	0.636145	0.523179
1-402	1	262451756	262451906	+	530.8	0.791	432.000000	493.67	0.00e+00	0.542614	0.291925
1-405	1	296246053	296246203	-	530.8	0.851	430.000000	1843.04	0.00e+00	0.836879	0.231884
2-237	2	3812085	3812235	-	530.8	0.993	484.000000	134.20	0.00e+00	0.951923	0.300000
3-253	3	59039485	59039635	+	530.8	0.960	453.000000	691.14	0.00e+00	0.945368	0.478261
3-276	3	216314033	216314183	-	530.8	0.919	427.000000	2764.57	0.00e+00	0.933492	0.142857
7-231	7	22692100	22692250	+	530.8	0.682	421.000000	2513.24	0.00e+00	0.539192	0.670103
8-248	8	116380689	116380839	-	530.8	0.962	422.000000	337.14	0.00e+00	0.912114	0.351351
9-169	9	131832940	131833090	-	530.8	0.727	421.000000	460.76	0.00e+00	0.695962	0.406250
10-136	10	2771599	2771749	+	529.5	0.998	490.000000	328.33	0.00e+00	0.821429	0.773333
2-282	2	153785270	153785420	-	529.5	0.242	420.000000	2758.00	0.00e+00	0.359517	0.646226
3-285	3	149591600	149591750	+	529.5	0.993	420.000000	372.70	0.00e+00	0.992857	0.666667
4-237	4	191057050	191057200	-	529.5	0.651	421.000000	275.80	0.00e+00	0.273810	0.518033
8-249	8	119434996	119435146	-	529.5	0.542	421.000000	1838.67	0.00e+00	0.522673	0.680000
9-148	9	122482496	122482646	-	529.5	0.918	475.000000	8.91	2.01e-239	0.551813	0.843931
1-410	1	18696206	18696356	+	528.3	0.583	422.000000	1719.65	0.00e+00	0.587530	0.627907
1-411	1	253859598	253859748	-	528.3	0.884	422.000000	292.71	0.00e+00	0.657143	0.118056
10-169	10	87096830	87096980	+	528.3	0.879	419.000000	302.36	0.00e+00	0.331343	0.633929
2-227	2	42886612	42886762	+	528.3	0.577	500.000000	51.14	0.00e+00	0.600000	0.463415
3-284	3	47742109	47742259	-	528.3	0.979	420.000000	655.10	0.00e+00	0.591885	0.959064
4-231	4	154291997	154292147	-	528.3	0.986	434.000000	1310.21	0.00e+00	0.971360	0.500000
4-229	4	231263847	231263997	+	528.3	0.779	435.000000	625.33	0.00e+00	0.617647	0.720280
5-331	5	155286074	155286224	-	528.3	0.981	419.000000	2292.86	0.00e+00	0.928401	0.500000
7-230	7	124763075	124763225	+	528.3	0.983	422.000000	2751.43	0.00e+00	0.180952	0.319767
8-250	8	28295952	28296102	+	528.3	0.400	420.000000	305.71	0.00e+00	0.406077	0.483721
2-285	2	190204370	190204520	+	527.0	0.721	418.000000	27448.67	0.00e+00	0.911483	0.594595
4-232	4	155851028	155851178	+	527.0	0.255	431.000000	596.71	0.00e+00	0.216138	0.459559
7-232	7	148892458	148892608	-	527.0	0.971	418.000000	653.54	0.00e+00	0.691388	0.596899
8-251	8	157657906	157658056	-	527.0	0.988	419.000000	980.31	0.00e+00	0.607656	0.750000
2-283	2	2350903	2351053	-	525.7	0.699	419.000000	2106.38	0.00e+00	0.700240	0.560000
4-238	4	95630022	95630172	-	525.7	0.821	420.000000	1711.44	0.00e+00	0.827338	0.819444
5-333	5	186573107	186573257	-	525.7	0.495	418.000000	2281.92	0.00e+00	0.182254	0.431085
2-284	2	68918834	68918984	+	524.5	0.960	418.000000	218.54	0.00e+00	0.868421	0.654545
8-254	8	169711819	169711969	+	524.5	0.986	416.000000	2101.33	0.00e+00	0.978365	0.666667
9-172	9	141734618	141734768	-	524.5	0.811	417.000000	333.14	0.00e+00	0.649038	0.602740
9-173	9	151911458	151911608	-	524.5	0.856	416.000000	881.20	0.00e+00	0.641827	0.838926
1-415	1	174371231	174371381	+	523.2	0.716	420.000000	3893.10	0.00e+00	0.734940	0.072727
2-286	2	158390032	158390182	-	523.2	0.983	416.000000	14.60	1.11e-317	0.978313	0.444444
5-335	5	30327585	30327735	-	523.2	0.998	417.000000	193.27	0.00e+00	1.000000	0.000000
1-413	1	204903707	204903857	+	522.0	0.978	421.000000	578.43	0.00e+00	0.978261	0.444444
10-162	10	61813607	61813757	-	522.0	0.901	435.000000	468.72	0.00e+00	0.518041	0.310160
2-287	2	234575717	234575867	+	522.0	0.740	416.000000	9062.00	0.00e+00	0.763682	0.326316
3-279	3	36304826	36304976	+	522.0	0.373	424.000000	1294.57	0.00e+00	0.362500	0.827451
3-288	3	173425494	173425644	-	522.0	0.923	415.000000	1087.44	0.00e+00	0.173267	0.203593
3-280	3	178655105	178655255	-	522.0	0.896	424.000000	357.71	0.00e+00	0.593220	0.625000
5-337	5	49928505	49928655	-	522.0	0.913	414.000000	1941.86	0.00e+00	0.287440	0.538983
5-332	5	165786597	165786747	-	522.0	0.976	419.000000	1294.57	0.00e+00	0.835351	0.808824
5-300	5	187074264	187074414	-	522.0	0.949	501.000000	286.17	0.00e+00	0.854722	0.150000
5-334	5	209924191	209924341	-	522.0	0.188	418.000000	335.63	0.00e+00	0.167500	0.561562
6-229	6	121066216	121066366	-	522.0	0.831	416.000000	1006.89	0.00e+00	0.717391	0.521368
6-220	6	151773692	151773842	+	522.0	0.171	429.000000	503.44	0.00e+00	0.165017	0.470356
7-234	7	159179595	159179745	-	522.0	0.993	416.000000	5.98	4.07e-174	0.995169	0.000000
1-414	1	158329224	158329374	+	520.7	0.772	420.000000	1506.69	0.00e+00	0.625000	0.339744
10-170	10	141365783	141365933	+	520.7	0.652	413.000000	1356.02	0.00e+00	0.852300	0.819672
2-289	2	2550544	2550694	+	520.7	0.912	413.000000	319.06	0.00e+00	0.530266	0.061856
2-288	2	63557891	63558041	-	520.7	0.771	414.000000	1595.31	0.00e+00	0.542373	0.507937
2-290	2	227633651	227633801	+	520.7	0.964	413.000000	3013.37	0.00e+00	0.958838	0.529412
4-243	4	232536526	232536676	+	520.7	0.964	413.000000	6780.08	0.00e+00	0.937046	0.423077
5-339	5	214126913	214127063	-	520.7	0.993	413.000000	9040.11	0.00e+00	0.997579	1.000000
9-170	9	44121323	44121473	+	520.7	0.862	420.000000	542.41	0.00e+00	0.771635	0.200000
4-244	4	5380312	5380462	+	519.4	0.864	412.000000	13527.33	0.00e+00	0.711165	0.731092
4-241	4	31034035	31034185	+	519.4	0.978	413.000000	1082.19	0.00e+00	0.953883	0.421053
7-236	7	105090101	105090251	+	519.4	0.627	413.000000	3006.07	0.00e+00	0.599515	0.666667
8-233	8	133602291	133602441	-	519.4	0.971	459.000000	189.19	0.00e+00	0.425428	0.178723
8-258	8	134675142	134675292	-	519.4	0.818	412.000000	211.36	0.00e+00	0.757282	0.510000
9-171	9	122483942	122484092	-	519.4	0.499	417.000000	8.72	1.92e-231	0.279904	0.411960
1-419	1	264595965	264596115	-	518.2	0.709	411.000000	674.72	0.00e+00	0.279805	0.770270
4-242	4	197546331	197546481	-	518.2	0.490	413.000000	402.82	0.00e+00	0.449132	0.896396
4-245	4	233466297	233466447	-	518.2	0.995	412.000000	415.22	0.00e+00	0.604651	0.482353
6-228	6	108241661	108241811	+	518.2	0.998	416.000000	1927.79	0.00e+00	0.995134	0.500000
6-231	6	159879590	159879740	+	518.2	0.257	411.000000	2453.55	0.00e+00	0.295082	0.403101
8-255	8	55984278	55984428	-	518.2	0.490	413.000000	899.63	0.00e+00	0.500000	0.495146
8-256	8	171162452	171162602	-	518.2	0.971	413.000000	247.61	0.00e+00	0.970803	0.500000
9-175	9	46856788	46856938	+	518.2	0.968	411.000000	2698.90	0.00e+00	0.965937	0.428571
2-292	2	37682190	37682340	-	516.9	0.937	410.000000	3846.19	0.00e+00	0.843902	0.500000
2-293	2	58277084	58277234	-	516.9	0.774	410.000000	128.82	0.00e+00	0.763415	0.402062
3-283	3	221372394	221372544	-	516.9	0.993	423.000000	598.30	0.00e+00	0.480488	0.281690
6-230	6	68972729	68972879	+	516.9	0.737	412.000000	1346.17	0.00e+00	0.744472	0.346154
6-225	6	162756791	162756941	+	516.9	0.727	427.000000	109.00	0.00e+00	0.485366	0.701422
7-235	7	141766189	141766339	+	516.9	0.828	415.000000	188.28	0.00e+00	0.397561	0.757085
1-417	1	105479189	105479339	-	515.7	0.502	418.000000	866.38	0.00e+00	0.413876	0.653061
10-142	10	70589574	70589724	-	515.7	0.802	478.000000	206.60	0.00e+00	0.820779	0.449275
2-260	2	26009112	26009262	-	515.7	0.510	450.000000	271.29	0.00e+00	0.477327	0.415525
6-233	6	94034315	94034465	+	515.7	0.983	409.000000	53715.33	0.00e+00	0.936430	0.730769
8-257	8	21872121	21872271	-	515.7	0.985	412.000000	471.19	0.00e+00	0.985330	1.000000
2-291	2	25627967	25628117	-	514.4	0.589	410.000000	318.95	0.00e+00	0.717445	0.626087
4-240	4	241302716	241302866	-	514.4	0.944	414.000000	285.02	0.00e+00	0.724816	0.464286
5-330	5	21719114	21719264	+	514.4	0.675	419.000000	669.80	0.00e+00	0.756892	0.659794
6-232	6	135033696	135033846	+	514.4	0.983	410.000000	362.05	0.00e+00	0.955882	0.333333
9-176	9	151568084	151568234	-	514.4	0.966	408.000000	79.27	0.00e+00	0.955882	0.611111
1-421	1	287702229	287702379	+	513.1	0.860	407.000000	1272.68	0.00e+00	0.766585	0.536842
10-172	10	90493660	90493810	+	513.1	0.338	407.000000	256.98	0.00e+00	0.352159	0.523077
3-290	3	139927775	139927925	+	513.1	0.441	407.000000	1272.68	0.00e+00	0.395760	0.333333
8-239	8	110341966	110342116	-	513.1	0.714	441.000000	445.44	0.00e+00	0.433584	0.420354
10-152	10	82734895	82735045	-	511.9	0.663	457.000000	430.01	0.00e+00	0.727019	0.704082
2-294	2	43998981	43999131	+	511.9	0.587	406.000000	380.87	0.00e+00	0.290640	0.666667
3-278	3	35503193	35503343	-	511.9	0.587	425.000000	365.21	0.00e+00	0.630491	0.538462
3-286	3	198022630	198022780	-	511.9	0.899	417.000000	919.33	0.00e+00	0.658477	0.553957
6-235	6	148119334	148119484	-	511.9	0.826	406.000000	266.61	0.00e+00	0.751232	0.079208
7-237	7	156006151	156006301	-	511.9	0.720	412.000000	952.17	0.00e+00	0.369458	0.480469
10-171	10	136986956	136987106	+	510.6	0.988	408.000000	2955.00	0.00e+00	0.367758	0.394422
10-163	10	138218554	138218704	-	510.6	0.978	435.000000	279.95	0.00e+00	0.647202	0.179310
3-294	3	59815505	59815655	+	510.6	0.729	405.000000	1477.50	0.00e+00	0.617284	0.425806
