# HOMER Peaks
# Peak finding parameters:
# tag directory = posFile_91_92/
#
# total peaks = 27084
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 5988795.0
# Total tags in peaks = 5289437.0
# Approximate IP efficiency = 88.32%
# tags per bp = 0.002994
# expected tags per peak = 0.225
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.470486e-07
# FDR tag threshold = 6.0
# number of putative peaks = 34369
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 7285
#
# cmd = findPeaks posFile_91_92/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
1-588	1	282964414	282964564	+	400.7	0.282	241.000000	492.50	0.00e+00	0.250000	0.678161
10-230	10	7470266	7470416	+	400.7	0.780	240.000000	124.09	0.00e+00	0.770833	0.581818
10-157	10	15552768	15552918	+	400.7	0.979	330.000000	73.30	0.00e+00	0.883117	0.703704
2-402	2	81684002	81684152	+	400.7	0.900	240.000000	3940.00	0.00e+00	0.829167	0.365854
3-356	3	209927726	209927876	+	400.7	0.996	245.000000	492.50	0.00e+00	0.712500	0.275362
3-361	3	219659046	219659196	+	400.7	0.880	243.000000	210.13	0.00e+00	0.806723	0.869565
4-333	4	845484	845634	-	400.7	0.780	242.000000	27.99	4.39e-249	0.762500	0.210526
4-336	4	35243157	35243307	+	400.7	0.905	241.000000	225.14	0.00e+00	0.937500	0.266667
5-431	5	9202543	9202693	-	400.7	0.241	242.000000	160.82	0.00e+00	0.268571	0.335938
5-434	5	30773749	30773899	+	400.7	0.459	241.000000	3152.00	0.00e+00	0.196653	0.338542
5-415	5	68338509	68338659	-	400.7	0.992	252.000000	562.86	0.00e+00	0.816667	0.159091
5-397	5	201131008	201131158	-	400.7	0.959	266.000000	194.57	0.00e+00	0.942149	0.500000
5-441	5	211867325	211867475	-	400.7	0.996	240.000000	31520.00	0.00e+00	1.000000	0.000000
6-298	6	150563489	150563639	-	400.7	0.905	246.000000	606.15	0.00e+00	0.920833	0.105263
9-256	9	147414993	147415143	-	400.7	0.938	250.000000	276.49	0.00e+00	0.933333	0.812500
1-585	1	227303310	227303460	-	399.1	0.767	242.000000	435.95	0.00e+00	0.720833	0.537313
1-592	1	234070874	234071024	-	399.1	0.962	240.000000	7847.17	0.00e+00	0.974895	0.666667
1-593	1	267596595	267596745	+	399.1	0.625	240.000000	506.27	0.00e+00	0.615063	0.728261
10-224	10	57296510	57296660	+	399.1	0.904	244.000000	178.34	0.00e+00	0.845494	0.083333
10-214	10	63042974	63043124	+	399.1	0.771	256.000000	475.59	0.00e+00	0.725738	0.661538
10-233	10	133391886	133392036	+	399.1	0.538	239.000000	241.45	0.00e+00	0.439331	0.686567
3-371	3	108722296	108722446	-	399.1	0.988	239.000000	3138.87	0.00e+00	0.991632	0.000000
3-352	3	175672528	175672678	+	399.1	0.837	247.000000	475.59	0.00e+00	0.848101	0.194444
3-372	3	225351855	225352005	+	399.1	0.871	239.000000	31388.67	0.00e+00	0.820084	0.209302
4-338	4	84270634	84270784	+	399.1	0.788	239.000000	1046.29	0.00e+00	0.523013	0.456140
4-339	4	117421280	117421430	+	399.1	0.829	239.000000	275.34	0.00e+00	0.831224	0.150000
4-341	4	230077761	230077911	-	399.1	0.971	239.000000	1961.79	0.00e+00	0.974895	1.000000
5-437	5	9962928	9963078	-	399.1	0.971	240.000000	1743.81	0.00e+00	0.949791	0.416667
5-440	5	113765965	113766115	+	399.1	0.892	240.000000	7847.17	0.00e+00	0.794979	0.469388
5-443	5	164700763	164700913	-	399.1	0.988	239.000000	1961.79	0.00e+00	0.987448	0.666667
5-385	5	214159486	214159636	+	399.1	0.747	275.000000	112.10	0.00e+00	0.711207	0.731343
6-300	6	124840627	124840777	+	399.1	0.817	245.000000	826.02	0.00e+00	0.820084	0.790698
6-305	6	127969851	127970001	-	399.1	0.783	240.000000	1743.81	0.00e+00	0.464435	0.632812
6-308	6	160084261	160084411	+	399.1	0.879	239.000000	980.90	0.00e+00	0.690377	0.405405
8-364	8	11538043	11538193	-	399.1	0.933	239.000000	3138.87	0.00e+00	0.531381	0.205357
8-316	8	174045128	174045278	+	399.1	0.421	285.000000	161.80	0.00e+00	0.172996	0.510204
9-257	9	1079050	1079200	-	399.1	0.800	249.000000	313.89	0.00e+00	0.966527	0.750000
scaffold_209-1	scaffold_209	161	229	+	399.1	0.983	239.000000	31388.67	0.00e+00	0.987448	0.666667
2-396	2	5473178	5473328	+	397.4	0.429	246.000000	710.39	0.00e+00	0.377682	0.772414
2-406	2	210299330	210299480	+	397.4	0.841	239.000000	822.56	0.00e+00	0.466387	0.700787
2-404	2	223892081	223892231	-	397.4	0.828	240.000000	3907.17	0.00e+00	0.659664	0.629630
3-375	3	35503193	35503343	-	397.4	0.494	238.000000	269.46	0.00e+00	0.509259	0.528302
3-376	3	161995821	161995971	+	397.4	0.866	238.000000	7814.33	0.00e+00	0.857143	0.411765
3-367	3	198665886	198666036	-	397.4	0.173	241.000000	183.87	0.00e+00	0.370690	0.342466
3-377	3	226242175	226242325	-	397.4	0.385	238.000000	1302.39	0.00e+00	0.322870	0.291391
4-340	4	202878231	202878381	+	397.4	0.996	239.000000	625.15	0.00e+00	0.306383	0.736196
5-439	5	39001376	39001526	+	397.4	0.782	240.000000	289.42	0.00e+00	0.785714	0.784314
6-277	6	125064013	125064163	-	397.4	0.975	267.000000	80.15	0.00e+00	0.903361	0.608696
8-320	8	146017411	146017561	+	397.4	0.996	278.000000	264.89	0.00e+00	0.983471	0.250000
9-263	9	128797555	128797705	+	397.4	0.762	241.000000	252.08	0.00e+00	0.347280	0.416667
1-577	1	264577345	264577495	+	395.7	0.947	247.000000	35.78	1.87e-270	0.949153	0.333333
1-534	1	274053673	274053823	-	395.7	0.983	265.000000	222.33	0.00e+00	0.957806	0.200000
1-597	1	287376903	287377053	-	395.7	0.992	237.000000	1556.30	0.00e+00	0.434599	0.723881
10-208	10	39972375	39972525	-	395.7	0.924	261.000000	420.62	0.00e+00	0.542017	0.174312
10-236	10	99381249	99381399	+	395.7	0.853	237.000000	145.45	0.00e+00	0.877637	0.310345
10-217	10	126920268	126920418	+	395.7	0.987	250.000000	536.66	0.00e+00	0.983051	1.000000
2-405	2	2330959	2331109	+	395.7	0.676	239.000000	399.05	0.00e+00	0.256303	0.248588
2-412	2	6918045	6918195	+	395.7	0.966	237.000000	518.77	0.00e+00	0.980861	0.750000
2-400	2	155706806	155706956	+	395.7	0.609	241.000000	972.69	0.00e+00	0.558824	0.590476
2-410	2	220476916	220477066	-	395.7	0.912	238.000000	518.77	0.00e+00	0.655462	0.317073
3-368	3	153960359	153960509	+	395.7	0.605	240.000000	457.74	0.00e+00	0.210970	0.401070
4-323	4	97559452	97559602	+	395.7	0.878	251.000000	518.77	0.00e+00	0.801688	0.382979
4-342	4	211221461	211221611	-	395.7	0.983	238.000000	3112.60	0.00e+00	0.983122	0.500000
4-337	4	212858851	212859001	-	395.7	0.937	240.000000	42.41	1.68e-287	0.881857	0.428571
5-445	5	45362848	45362998	+	395.7	0.815	237.000000	486.34	0.00e+00	0.461538	0.714286
5-446	5	62948231	62948381	+	395.7	0.895	237.000000	1556.30	0.00e+00	0.962025	0.222222
5-448	5	180961018	180961168	-	395.7	0.702	237.000000	1945.38	0.00e+00	0.578059	0.410000
6-309	6	45342859	45343009	+	395.7	0.634	237.000000	1197.15	0.00e+00	0.510549	0.448276
7-305	7	153289893	153290043	+	395.7	0.992	237.000000	2223.29	0.00e+00	0.991561	0.000000
9-271	9	124925302	124925452	-	395.7	0.693	237.000000	2593.83	0.00e+00	0.995781	1.000000
9-269	9	130749934	130750084	-	395.7	0.950	238.000000	707.41	0.00e+00	0.759494	0.719298
1-599	1	203029869	203030019	+	394.1	0.962	236.000000	3099.47	0.00e+00	0.940678	0.357143
1-596	1	223851044	223851194	-	394.1	0.979	237.000000	860.96	0.00e+00	0.983051	0.500000
10-232	10	18352644	18352794	-	394.1	0.574	239.000000	968.58	0.00e+00	0.305085	0.567073
10-237	10	107780053	107780203	+	394.1	0.979	236.000000	673.80	0.00e+00	0.953390	0.636364
10-234	10	112606721	112606871	-	394.1	0.789	238.000000	75.97	0.00e+00	0.627119	0.465909
10-225	10	142965696	142965846	-	394.1	0.717	244.000000	516.58	0.00e+00	0.461864	0.275591
10-223	10	143487112	143487262	+	394.1	0.949	245.000000	516.58	0.00e+00	0.948936	0.416667
10-228	10	146621659	146621809	-	394.1	0.304	242.000000	737.97	0.00e+00	0.305085	0.463415
2-413	2	88432161	88432311	-	394.1	0.945	237.000000	968.58	0.00e+00	0.949153	0.666667
2-409	2	110997086	110997236	+	394.1	0.747	238.000000	645.72	0.00e+00	0.423729	0.367647
2-389	2	145514614	145514764	+	394.1	0.713	249.000000	209.42	0.00e+00	0.740426	0.114754
2-398	2	214613216	214613366	+	394.1	0.873	245.000000	113.95	0.00e+00	0.504237	0.264957
2-411	2	233075557	233075707	-	394.1	0.916	238.000000	553.48	0.00e+00	0.884615	0.481481
3-380	3	37352645	37352795	+	394.1	0.903	236.000000	7748.67	0.00e+00	0.750000	0.338983
3-369	3	165656123	165656273	+	394.1	0.646	240.000000	484.29	0.00e+00	0.372294	0.593103
4-326	4	136094125	136094275	+	394.1	0.983	249.000000	191.33	0.00e+00	0.983051	0.750000
5-438	5	37398747	37398897	-	394.1	0.544	240.000000	484.29	0.00e+00	0.309322	0.595092
5-451	5	105818058	105818208	-	394.1	0.629	236.000000	2213.90	0.00e+00	0.330508	0.436709
5-444	5	217061346	217061496	+	394.1	0.553	238.000000	968.58	0.00e+00	0.560345	0.823529
6-307	6	140165200	140165350	+	394.1	0.949	239.000000	774.87	0.00e+00	0.894068	0.400000
8-341	8	67239315	67239465	+	394.1	0.532	257.000000	218.27	0.00e+00	0.700565	0.641509
1-591	1	223210304	223210454	+	392.4	0.908	240.000000	66.23	0.00e+00	0.914894	0.200000
1-537	1	224437099	224437249	+	392.4	0.936	264.000000	214.33	0.00e+00	0.944444	0.538462
1-600	1	263268939	263269089	-	392.4	0.932	236.000000	328.33	0.00e+00	0.526549	0.308411
2-414	2	229790744	229790894	-	392.4	0.928	236.000000	1928.96	0.00e+00	0.944915	0.153846
5-435	5	39822903	39823053	+	392.4	0.750	241.000000	1402.88	0.00e+00	0.753191	0.793103
5-429	5	62136330	62136480	-	392.4	0.381	243.000000	296.76	0.00e+00	0.349515	0.761194
8-361	8	137628582	137628732	-	392.4	0.809	242.000000	406.10	0.00e+00	0.587234	0.865979
9-270	9	72683237	72683387	+	392.4	0.686	237.000000	1285.97	0.00e+00	0.595745	0.600000
9-259	9	123497863	123498013	+	392.4	0.907	247.000000	76.77	0.00e+00	0.408511	0.316547
1-594	1	25438993	25439143	+	390.7	0.996	237.000000	1536.60	0.00e+00	0.858974	0.545455
1-607	1	279254327	279254477	-	390.7	0.974	234.000000	569.11	0.00e+00	0.974359	0.500000
10-238	10	124117932	124118082	-	390.7	0.626	234.000000	731.71	0.00e+00	0.630901	0.279070
2-408	2	12910388	12910538	+	390.7	0.966	238.000000	480.19	0.00e+00	0.431034	0.424242
2-417	2	149351772	149351922	+	390.7	0.843	234.000000	185.13	0.00e+00	0.833333	0.256410
2-401	2	199047920	199048070	+	390.7	0.991	241.000000	31.49	1.83e-254	0.525000	0.210526
3-374	3	22963579	22963729	+	390.7	0.753	238.000000	2561.00	0.00e+00	0.717949	0.287879
4-345	4	30499237	30499387	+	390.7	0.987	234.000000	495.68	0.00e+00	0.833333	0.128205
4-344	4	201929850	201930000	+	390.7	0.919	235.000000	1707.33	0.00e+00	0.910256	0.523810
5-416	5	58164994	58165144	+	390.7	0.970	251.000000	365.86	0.00e+00	0.970085	0.714286
6-311	6	167339670	167339820	-	390.7	0.928	234.000000	1396.91	0.00e+00	0.393162	0.359155
6-312	6	169124600	169124750	+	390.7	0.630	234.000000	1182.00	0.00e+00	0.521368	0.562500
7-304	7	18241689	18241839	-	390.7	0.804	239.000000	1024.40	0.00e+00	0.559829	0.466019
8-365	8	18375056	18375206	-	390.7	0.953	236.000000	167.02	0.00e+00	0.576923	0.313131
9-266	9	4832800	4832950	+	390.7	0.822	238.000000	1097.57	0.00e+00	0.833333	0.820513
9-272	9	25722783	25722933	+	390.7	0.540	235.000000	121.95	0.00e+00	0.508696	0.274336
1-598	1	46130593	46130743	-	389.1	0.932	236.000000	566.68	0.00e+00	0.394595	0.616071
1-604	1	86001297	86001447	-	389.1	0.996	235.000000	900.02	0.00e+00	0.530973	0.698113
1-608	1	87992396	87992546	+	389.1	0.940	233.000000	1176.95	0.00e+00	0.321888	0.620253
10-239	10	27553322	27553472	-	389.1	0.902	233.000000	805.28	0.00e+00	0.653846	0.604938
2-407	2	11990971	11991121	+	389.1	0.962	238.000000	218.58	0.00e+00	0.913793	0.400000
2-397	2	193068153	193068303	-	389.1	0.675	245.000000	31.10	3.63e-252	0.686695	0.013699
4-319	4	145268371	145268521	+	389.1	0.325	256.000000	201.32	0.00e+00	0.336842	0.468254
5-456	5	10236557	10236707	-	389.1	0.983	233.000000	695.47	0.00e+00	0.987124	0.666667
5-450	5	10791927	10792077	+	389.1	0.415	236.000000	364.29	0.00e+00	0.365217	0.287671
5-452	5	151669622	151669772	+	389.1	0.996	236.000000	900.02	0.00e+00	0.935622	0.066667
5-455	5	182298525	182298675	-	389.1	0.526	234.000000	695.47	0.00e+00	0.551111	0.722772
9-267	9	7615367	7615517	+	389.1	0.991	238.000000	318.76	0.00e+00	0.948498	0.416667
9-273	9	88481570	88481720	-	389.1	0.876	235.000000	1176.95	0.00e+00	0.353448	0.793333
1-609	1	289643298	289643448	-	387.4	0.863	233.000000	435.28	0.00e+00	0.836207	0.815789
1-614	1	291057870	291058020	-	387.4	0.979	232.000000	131.33	0.00e+00	0.978448	0.600000
1-615	1	297022631	297022781	+	387.4	0.695	232.000000	1904.33	0.00e+00	0.547414	0.780952
2-391	2	1555885	1556035	+	387.4	0.854	248.000000	287.45	0.00e+00	0.814655	0.720930
2-419	2	36710540	36710690	-	387.4	0.309	232.000000	298.72	0.00e+00	0.432584	0.851485
2-403	2	195130891	195131041	-	387.4	0.970	240.000000	380.87	0.00e+00	0.965517	0.375000
2-420	2	201385861	201386011	+	387.4	0.768	232.000000	1692.74	0.00e+00	0.338164	0.394161
3-385	3	9382180	9382330	+	387.4	0.717	232.000000	1904.33	0.00e+00	0.581897	0.701031
3-378	3	59327461	59327611	+	387.4	0.532	237.000000	141.06	0.00e+00	0.571429	0.121212
3-381	3	185817109	185817259	-	387.4	0.382	235.000000	195.32	0.00e+00	0.367713	0.723404
3-306	3	218985367	218985517	-	387.4	0.329	281.000000	90.15	0.00e+00	0.172535	0.348936
3-349	3	220852250	220852400	+	387.4	0.670	250.000000	5.24	1.58e-87	0.678414	0.356164
4-346	4	201725432	201725582	-	387.4	0.725	234.000000	507.82	0.00e+00	0.277533	0.621951
5-454	5	198086482	198086632	-	387.4	0.532	235.000000	609.39	0.00e+00	0.586207	0.072917
8-360	8	21394096	21394246	+	387.4	0.755	242.000000	362.73	0.00e+00	0.825688	0.210526
8-366	8	76947912	76948062	+	387.4	0.691	235.000000	423.19	0.00e+00	0.615721	0.465909
8-368	8	121558889	121559039	+	387.4	0.820	234.000000	2176.38	0.00e+00	0.491379	0.533898
8-369	8	137329817	137329967	-	387.4	0.820	233.000000	846.37	0.00e+00	0.784483	0.140000
9-253	9	121983423	121983573	+	387.4	0.479	251.000000	400.91	0.00e+00	0.273859	0.485714
9-274	9	143070627	143070777	-	387.4	0.833	233.000000	258.21	0.00e+00	0.745690	0.813559
1-611	1	19328953	19329103	-	385.7	0.879	232.000000	329.76	0.00e+00	0.883117	0.777778
1-602	1	19696297	19696447	-	385.7	0.405	235.000000	1011.27	0.00e+00	0.330435	0.805195
1-618	1	65663114	65663264	+	385.7	0.776	231.000000	303.38	0.00e+00	0.359307	0.439189
1-613	1	200196159	200196309	-	385.7	0.957	232.000000	237.02	0.00e+00	0.952381	0.545455
1-610	1	295100579	295100729	+	385.7	0.836	233.000000	6.82	2.81e-109	0.800866	0.456522
10-231	10	4614499	4614649	+	385.7	0.897	239.000000	99.80	0.00e+00	0.909091	0.190476
2-421	2	93991139	93991289	+	385.7	0.996	231.000000	30338.00	0.00e+00	1.000000	0.000000
5-459	5	67175359	67175509	+	385.7	0.634	231.000000	722.33	0.00e+00	0.489177	0.686441
6-316	6	155712507	155712657	-	385.7	0.392	231.000000	446.15	0.00e+00	0.416667	0.484127
8-373	8	72452736	72452886	-	385.7	0.884	231.000000	2167.00	0.00e+00	0.900433	0.608696
8-374	8	171557724	171557874	-	385.7	0.638	231.000000	1011.27	0.00e+00	0.437229	0.769231
9-260	9	19928419	19928569	+	385.7	0.983	246.000000	523.07	0.00e+00	0.372197	0.857143
9-268	9	95481299	95481449	-	385.7	0.983	238.000000	421.36	0.00e+00	0.995671	0.000000
1-612	1	26198029	26198179	+	384.1	0.173	232.000000	335.63	0.00e+00	0.251572	0.630252
1-622	1	289130741	289130891	+	384.1	0.264	230.000000	503.44	0.00e+00	0.279476	0.848485
10-243	10	83606137	83606287	+	384.1	0.814	230.000000	2517.22	0.00e+00	0.895652	0.666667
10-241	10	119995227	119995377	+	384.1	0.537	232.000000	1006.89	0.00e+00	0.512315	0.494949
2-416	2	4577072	4577222	+	384.1	0.831	234.000000	686.52	0.00e+00	0.409483	0.759124
2-424	2	201583218	201583368	-	384.1	0.723	230.000000	755.17	0.00e+00	0.591304	0.510638
3-383	3	159020986	159021136	-	384.1	0.896	233.000000	377.58	0.00e+00	0.326180	0.426752
3-388	3	188380199	188380349	+	384.1	0.420	231.000000	279.69	0.00e+00	0.434783	0.553846
4-350	4	2563638	2563788	+	384.1	0.961	230.000000	719.21	0.00e+00	0.778261	0.000000
4-352	4	36237128	36237278	+	384.1	0.645	230.000000	1161.79	0.00e+00	0.530435	0.277778
4-331	4	195968527	195968677	-	384.1	0.952	245.000000	296.14	0.00e+00	0.891304	0.200000
4-354	4	197895095	197895245	-	384.1	0.840	230.000000	656.67	0.00e+00	0.526087	0.238532
4-347	4	224209600	224209750	-	384.1	0.831	233.000000	520.80	0.00e+00	0.470852	0.381356
6-310	6	64079609	64079759	+	384.1	0.853	235.000000	1078.81	0.00e+00	0.527660	0.450450
6-314	6	119052989	119053139	-	384.1	0.554	231.000000	2157.62	0.00e+00	0.765060	0.461538
8-370	8	367043	367193	-	384.1	0.299	232.000000	755.17	0.00e+00	0.539062	0.389831
8-371	8	145157486	145157636	-	384.1	0.688	232.000000	559.38	0.00e+00	0.508696	0.699115
1-616	1	17660082	17660232	+	382.4	0.574	231.000000	1503.77	0.00e+00	0.698690	0.260870
1-595	1	26701035	26701185	+	382.4	0.900	237.000000	417.71	0.00e+00	0.903930	0.181818
1-619	1	99852815	99852965	+	382.4	0.383	231.000000	192.79	0.00e+00	0.293478	0.230769
1-606	1	264618813	264618963	-	382.4	0.434	234.000000	341.77	0.00e+00	0.461538	0.333333
1-626	1	272053374	272053524	-	382.4	0.874	229.000000	30075.33	0.00e+00	0.855895	0.151515
10-235	10	89998349	89998499	-	382.4	0.457	237.000000	366.77	0.00e+00	0.280000	0.187500
10-227	10	148254047	148254197	+	382.4	0.735	243.000000	54.09	1.43e-301	0.685841	0.464789
2-422	2	15592357	15592507	-	382.4	0.987	230.000000	2148.24	0.00e+00	0.427885	0.663866
2-351	2	26009112	26009262	-	382.4	0.578	273.000000	151.90	0.00e+00	0.523013	0.359649
2-349	2	43251554	43251704	-	382.4	0.991	274.000000	116.57	0.00e+00	0.818584	0.756098
2-423	2	188435712	188435862	-	382.4	0.943	230.000000	601.51	0.00e+00	0.951965	0.181818
3-397	3	161692816	161692966	+	382.4	0.643	229.000000	683.53	0.00e+00	0.209607	0.453039
3-395	3	229076235	229076385	-	382.4	0.730	230.000000	884.57	0.00e+00	0.655022	0.291139
4-300	4	157147923	157148073	-	382.4	0.926	270.000000	224.44	0.00e+00	0.955157	0.200000
4-356	4	187625616	187625766	-	382.4	0.978	229.000000	429.65	0.00e+00	0.991266	0.000000
4-348	4	219271188	219271338	+	382.4	0.983	231.000000	1253.14	0.00e+00	0.864629	0.354839
5-461	5	189376323	189376473	-	382.4	0.774	229.000000	716.08	0.00e+00	0.414097	0.481203
6-302	6	128235820	128235970	+	382.4	0.970	244.000000	159.98	0.00e+00	0.978166	0.400000
6-318	6	160439863	160440013	-	382.4	0.939	229.000000	835.43	0.00e+00	0.624454	0.674419
8-376	8	6398052	6398202	-	382.4	0.883	229.000000	653.81	0.00e+00	0.647577	0.600000
8-372	8	28764013	28764163	+	382.4	0.878	231.000000	417.71	0.00e+00	0.536364	0.676471
8-363	8	171309013	171309163	+	382.4	0.900	241.000000	31.13	5.54e-248	0.367089	0.646667
9-276	9	7618070	7618220	-	382.4	0.443	229.000000	192.79	0.00e+00	0.451754	0.680000
9-264	9	23538171	23538321	+	382.4	0.926	240.000000	8.42	1.87e-126	0.810458	0.689655
1-628	1	205610017	205610167	-	380.7	0.642	228.000000	575.85	0.00e+00	0.315789	0.698718
10-244	10	13025729	13025879	-	380.7	0.459	229.000000	1361.09	0.00e+00	0.436123	0.171875
10-246	10	148304043	148304193	+	380.7	0.816	229.000000	36.61	1.81e-262	0.488479	0.513514
2-427	2	131381933	131382083	-	380.7	0.721	228.000000	499.07	0.00e+00	0.311404	0.910828
3-396	3	37865980	37866130	+	380.7	0.790	229.000000	365.17	0.00e+00	0.367257	0.265734
3-357	3	94000065	94000215	+	380.7	0.734	244.000000	467.88	0.00e+00	0.327103	0.194444
3-391	3	129106280	129106430	-	380.7	0.828	230.000000	554.52	0.00e+00	0.412281	0.238806
4-355	4	26155471	26155621	+	380.7	0.777	229.000000	2138.86	0.00e+00	0.456140	0.532258
5-462	5	28228793	28228943	+	380.7	0.790	228.000000	220.18	0.00e+00	0.258772	0.692308
5-460	5	185455514	185455664	+	380.7	0.511	229.000000	164.53	0.00e+00	0.497758	0.187500
6-301	6	57554403	57554553	+	380.7	0.629	244.000000	180.39	0.00e+00	0.270386	0.552941
6-320	6	147539760	147539910	-	380.7	0.777	228.000000	1151.69	0.00e+00	0.302632	0.440252
7-308	7	3010964	3011114	-	380.7	0.598	229.000000	194.44	0.00e+00	0.649123	0.712500
7-309	7	60855637	60855787	+	380.7	0.969	229.000000	1497.20	0.00e+00	0.305556	0.520000
7-312	7	149226053	149226203	+	380.7	0.891	228.000000	788.00	0.00e+00	0.741228	0.406780
8-375	8	40270344	40270494	-	380.7	0.747	230.000000	159.28	0.00e+00	0.293860	0.602484
1-624	1	203865805	203865955	-	379.0	0.847	229.000000	552.09	0.00e+00	0.837004	0.513514
10-250	10	63063085	63063235	-	379.0	0.627	227.000000	876.84	0.00e+00	0.400881	0.536765
10-251	10	75688517	75688667	-	379.0	0.627	227.000000	2129.48	0.00e+00	0.515419	0.754545
10-252	10	81549096	81549246	+	379.0	0.557	227.000000	3726.58	0.00e+00	0.539823	0.192308
10-245	10	110331648	110331798	-	379.0	0.811	229.000000	402.87	0.00e+00	0.497797	0.184211
2-429	2	205429799	205429949	-	379.0	0.991	228.000000	621.10	0.00e+00	0.426316	0.513761
2-425	2	235395061	235395211	-	379.0	0.763	229.000000	222.48	0.00e+00	0.753304	0.589286
3-347	3	99724737	99724887	+	379.0	0.982	250.000000	425.90	0.00e+00	0.466960	0.173554
3-401	3	186496583	186496733	-	379.0	0.276	228.000000	216.03	0.00e+00	0.257919	0.786585
3-399	3	199559590	199559740	+	379.0	0.491	229.000000	193.59	0.00e+00	0.480176	0.635593
3-394	3	223781684	223781834	-	379.0	0.662	230.000000	745.32	0.00e+00	0.650442	0.734177
4-358	4	237573484	237573634	+	379.0	0.882	227.000000	745.32	0.00e+00	0.735683	0.716667
7-311	7	75161268	75161418	+	379.0	0.908	228.000000	372.66	0.00e+00	0.951542	0.727273
7-307	7	163615549	163615699	-	379.0	0.737	234.000000	931.65	0.00e+00	0.875556	0.464286
9-275	9	128676943	128677093	+	379.0	0.978	230.000000	252.65	0.00e+00	0.938326	0.071429
10-253	10	5731970	5732120	-	377.4	0.665	226.000000	1855.08	0.00e+00	0.580357	0.851064
10-240	10	9366034	9366184	+	377.4	0.771	232.000000	1349.15	0.00e+00	0.357759	0.328859
2-428	2	170859924	170860074	+	377.4	0.863	228.000000	781.09	0.00e+00	0.849558	0.617647
3-392	3	179031342	179031492	+	377.4	0.943	230.000000	345.13	0.00e+00	0.916300	0.684211
4-359	4	108574123	108574273	-	377.4	0.969	226.000000	1855.08	0.00e+00	0.973451	0.833333
4-353	4	185669299	185669449	+	377.4	0.846	230.000000	511.75	0.00e+00	0.853982	0.666667
4-357	4	197248304	197248454	-	377.4	0.833	229.000000	117.78	0.00e+00	0.845133	0.685714
5-465	5	191416211	191416361	-	377.4	0.850	226.000000	2120.10	0.00e+00	0.840708	0.583333
6-296	6	74232851	74233001	+	377.4	0.507	248.000000	449.72	0.00e+00	0.504425	0.732143
6-315	6	123150706	123150856	-	377.4	0.537	231.000000	102.35	0.00e+00	0.558559	0.428571
7-315	7	134163929	134164079	-	377.4	0.678	226.000000	315.76	0.00e+00	0.473451	0.243697
8-381	8	19496572	19496722	+	377.4	0.965	226.000000	29681.33	0.00e+00	0.929204	0.250000
8-377	8	128231365	128231515	+	377.4	0.674	227.000000	1484.07	0.00e+00	0.641593	0.222222
8-378	8	145233110	145233260	+	377.4	0.850	227.000000	1141.59	0.00e+00	0.857778	0.562500
1-601	1	11532394	11532544	-	375.7	0.683	235.000000	314.36	0.00e+00	0.466667	0.541667
1-617	1	44357032	44357182	-	375.7	0.580	231.000000	227.31	0.00e+00	0.266667	0.587879
1-634	1	68115318	68115468	+	375.7	0.699	225.000000	527.68	0.00e+00	0.378378	0.210145
1-635	1	211669557	211669707	+	375.7	0.845	225.000000	923.44	0.00e+00	0.920000	0.722222
10-248	10	15213716	15213866	+	375.7	0.743	228.000000	2462.50	0.00e+00	0.395556	0.272059
10-247	10	149247611	149247761	-	375.7	0.947	229.000000	24.71	6.58e-222	0.273632	0.465753
2-432	2	180392020	180392170	+	375.7	0.858	226.000000	476.61	0.00e+00	0.351111	0.267123
3-373	3	1349078	1349228	+	375.7	0.553	238.000000	547.22	0.00e+00	0.533040	0.726415
3-379	3	1684468	1684618	+	375.7	0.930	236.000000	242.21	0.00e+00	0.924779	0.411765
3-403	3	15048844	15048994	+	375.7	0.938	227.000000	1231.25	0.00e+00	0.813333	0.714286
3-407	3	30948235	30948385	+	375.7	0.792	225.000000	1641.67	0.00e+00	0.786667	0.166667
3-384	3	197591292	197591442	-	375.7	0.509	233.000000	434.56	0.00e+00	0.441964	0.632000
4-343	4	173238235	173238385	+	375.7	0.735	237.000000	642.39	0.00e+00	0.480000	0.581197
4-361	4	185934518	185934668	+	375.7	0.956	225.000000	29550.00	0.00e+00	0.937778	0.642857
4-362	4	241794199	241794349	-	375.7	0.845	225.000000	447.73	0.00e+00	0.746667	0.543860
5-449	5	1581945	1582095	-	375.7	0.447	236.000000	273.61	0.00e+00	0.451327	0.112903
5-466	5	204479845	204479995	+	375.7	0.553	226.000000	1343.18	0.00e+00	0.315556	0.350649
6-322	6	28126587	28126737	+	375.7	0.735	226.000000	4925.00	0.00e+00	0.573333	0.229167
6-321	6	132267609	132267759	+	375.7	0.344	227.000000	923.44	0.00e+00	0.388060	0.349593
