# HOMER Peaks
# Peak finding parameters:
# tag directory = tagDir_root/
#
# total peaks = 6689
# peak size = 150
# peaks found separately for each strand
# minimum distance between peaks = 300
# fragment length = 0
# genome size = 2000000000
# Total tags = 206252.0
# Total tags in peaks = 173087.0
# Approximate IP efficiency = 83.92%
# tags per bp = 0.000103
# expected tags per peak = 0.008
# maximum tags considered per bp = 0.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.666873e-08
# FDR tag threshold = 3.0
# number of putative peaks = 7029
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 340
#
# cmd = findPeaks tagDir_root/ -style tss -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Dispersion Ratio	Periodic Ratio
5-105	5	182135967	182136117	+	872.7	0.947	18.000000	147.75	4.83e-33	1.000000	0.000000
5-86	5	186777185	186777335	-	872.7	0.895	21.000000	42.21	2.21e-23	0.611111	0.714286
5-106	5	191731348	191731498	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
5-107	5	200167114	200167264	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
5-108	5	215882137	215882287	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
6-72	6	12039464	12039614	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
6-74	6	69854656	69854806	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
6-75	6	137267835	137267985	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
6-77	6	161748809	161748959	-	872.7	0.947	18.000000	394.00	1.12e-40	1.000000	0.000000
7-85	7	11909632	11909782	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
7-84	7	47953371	47953521	-	872.7	0.947	19.000000	98.50	6.72e-30	0.555556	0.250000
7-86	7	123720552	123720702	+	872.7	0.947	18.000000	295.50	1.96e-38	1.000000	0.000000
7-87	7	133194289	133194439	-	872.7	0.947	18.000000	197.00	2.81e-35	1.000000	0.000000
8-81	8	43028052	43028202	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
8-83	8	89332558	89332708	+	872.7	0.526	18.000000	2364.00	1.15e-54	0.909091	0.000000
8-84	8	96554058	96554208	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
8-85	8	121394200	121394350	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
8-86	8	126125749	126125899	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
9-69	9	23070775	23070925	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
9-70	9	79440127	79440277	-	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
9-71	9	118318198	118318348	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
9-72	9	125934363	125934513	+	872.7	0.947	18.000000	2364.00	1.15e-54	1.000000	0.000000
1-163	1	12820958	12821108	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
1-164	1	46125004	46125154	+	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
1-165	1	53629990	53630140	-	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
1-166	1	59581419	59581569	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
1-167	1	88347851	88348001	+	824.2	0.944	17.000000	558.17	4.55e-41	1.000000	0.000000
1-168	1	106903409	106903559	+	824.2	0.833	17.000000	2232.67	2.71e-51	0.470588	1.000000
1-157	1	151366154	151366304	+	824.2	0.722	18.000000	69.77	8.28e-26	0.647059	0.500000
1-169	1	179623187	179623337	+	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
1-171	1	189624652	189624802	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
1-172	1	234638172	234638322	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
1-174	1	289878947	289879097	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
2-107	2	110656215	110656365	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
2-108	2	113493103	113493253	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
2-109	2	178880429	178880579	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
2-110	2	190811209	190811359	-	824.2	0.944	17.000000	223.27	2.53e-34	0.705882	1.000000
2-111	2	217657611	217657761	-	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
2-112	2	221208396	221208546	+	824.2	0.944	17.000000	558.17	4.55e-41	1.000000	0.000000
3-107	3	8892248	8892398	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
3-108	3	39379941	39380091	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
3-109	3	57147065	57147215	+	824.2	0.944	17.000000	558.17	4.55e-41	1.000000	0.000000
3-110	3	128994084	128994234	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
3-111	3	168880128	168880278	+	824.2	0.389	17.000000	11.88	3.25e-13	0.583333	1.000000
3-112	3	210146188	210146338	+	824.2	0.889	17.000000	2232.67	2.71e-51	0.941176	1.000000
3-113	3	218889398	218889548	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
4-102	4	17989060	17989210	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
4-103	4	129017458	129017608	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
4-104	4	161098190	161098340	-	824.2	0.889	17.000000	1116.33	3.53e-46	0.941176	0.000000
4-105	4	195918108	195918258	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
5-109	5	4670932	4671082	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
5-110	5	16113182	16113332	+	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
5-89	5	48530851	48531001	+	824.2	0.444	20.000000	279.08	5.79e-36	0.411765	0.900000
5-111	5	53247345	53247495	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
5-112	5	137192213	137192363	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
5-113	5	157495469	157495619	-	824.2	0.944	17.000000	2232.67	2.71e-51	0.823529	0.000000
5-114	5	163325715	163325865	+	824.2	0.944	17.000000	279.08	5.79e-36	0.705882	0.600000
5-115	5	185706872	185707022	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
5-116	5	203266026	203266176	+	824.2	0.722	17.000000	1116.33	3.53e-46	0.764706	0.250000
5-117	5	217240607	217240757	+	824.2	0.944	17.000000	1116.33	3.53e-46	0.764706	0.000000
6-78	6	34980785	34980935	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
6-79	6	40367644	40367794	+	824.2	0.778	17.000000	2232.67	2.71e-51	0.823529	0.000000
6-80	6	136759281	136759431	-	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
6-76	6	150703796	150703946	+	824.2	0.944	18.000000	111.63	3.08e-29	0.812500	0.000000
6-81	6	155846306	155846456	+	824.2	0.944	17.000000	558.17	4.55e-41	1.000000	0.000000
6-82	6	162596937	162597087	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
7-89	7	94545687	94545837	+	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
7-90	7	127631510	127631660	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
7-91	7	155638583	155638733	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
7-92	7	155791676	155791826	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
7-93	7	164242952	164243102	+	824.2	0.944	17.000000	1116.33	3.53e-46	1.000000	0.000000
7-94	7	169880926	169881076	-	824.2	0.944	17.000000	372.11	4.42e-38	1.000000	0.000000
7-95	7	172820426	172820576	+	824.2	0.833	17.000000	223.27	2.53e-34	0.941176	0.000000
7-96	7	175334963	175335113	+	824.2	0.944	17.000000	124.04	5.21e-30	1.000000	0.000000
8-82	8	59488471	59488621	+	824.2	0.500	18.000000	186.06	5.53e-33	0.500000	0.666667
8-87	8	88320206	88320356	+	824.2	0.833	17.000000	1116.33	3.53e-46	0.882353	0.000000
8-88	8	129155064	129155214	+	824.2	0.944	17.000000	372.11	4.42e-38	0.941176	1.000000
8-89	8	159842441	159842591	-	824.2	0.944	17.000000	372.11	4.42e-38	1.000000	0.000000
8-91	8	165265267	165265417	-	824.2	0.944	17.000000	279.08	5.79e-36	1.000000	0.000000
9-74	9	59629016	59629166	+	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
9-75	9	147952206	147952356	-	824.2	0.944	17.000000	2232.67	2.71e-51	1.000000	0.000000
1-176	1	6802719	6802869	+	775.8	0.941	16.000000	1050.67	3.94e-43	1.000000	0.000000
1-177	1	8975703	8975853	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-179	1	19400376	19400526	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-180	1	33004264	33004414	-	775.8	0.941	16.000000	150.10	1.19e-29	1.000000	0.000000
1-181	1	121407501	121407651	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-182	1	153011329	153011479	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-183	1	168431356	168431506	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-159	1	182126537	182126687	-	775.8	0.824	18.000000	262.67	1.62e-33	0.875000	1.000000
1-184	1	199524832	199524982	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-185	1	238304067	238304217	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-173	1	256545562	256545712	+	775.8	0.471	17.000000	43.78	3.36e-21	1.000000	0.000000
1-186	1	299553516	299553666	-	775.8	0.941	16.000000	1050.67	3.94e-43	1.000000	0.000000
10-66	10	138113148	138113298	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
2-113	2	13627379	13627529	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
2-102	2	170177584	170177734	-	775.8	0.842	18.000000	262.67	1.62e-33	0.750000	0.000000
2-115	2	187108326	187108476	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
2-116	2	195934932	195935082	+	775.8	0.824	16.000000	70.04	2.09e-24	1.000000	0.000000
2-117	2	198101812	198101962	+	775.8	0.824	16.000000	2101.33	6.05e-48	1.000000	0.000000
3-114	3	30855109	30855259	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
3-115	3	33061867	33062017	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
3-116	3	63530284	63530434	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
3-117	3	179121296	179121446	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
3-118	3	231694607	231694757	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
4-106	4	4480559	4480709	-	775.8	0.941	16.000000	1050.67	3.94e-43	1.000000	0.000000
4-98	4	69945794	69945944	+	775.8	0.941	18.000000	350.22	1.64e-35	1.000000	0.000000
4-108	4	112272737	112272887	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
4-109	4	136093200	136093350	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
4-110	4	170699608	170699758	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
4-111	4	232563108	232563258	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
4-112	4	233759494	233759644	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
5-118	5	5554127	5554277	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
5-119	5	15790524	15790674	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
5-120	5	32115256	32115406	-	775.8	0.941	16.000000	105.07	3.43e-27	1.000000	0.000000
5-121	5	111290163	111290313	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
5-122	5	124768858	124769008	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
5-123	5	195729486	195729636	+	775.8	0.941	16.000000	95.52	1.55e-26	1.000000	0.000000
6-73	6	46088798	46088948	-	775.8	0.810	18.000000	30.90	7.60e-19	0.692308	0.000000
6-84	6	68926623	68926773	+	775.8	0.941	16.000000	2101.33	6.05e-48	0.937500	1.000000
6-85	6	69149135	69149285	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
6-86	6	106213322	106213472	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
6-87	6	147218695	147218845	-	775.8	0.882	16.000000	2101.33	6.05e-48	0.937500	1.000000
6-88	6	151669964	151670114	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
6-89	6	168277177	168277327	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
6-90	6	168403092	168403242	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
7-98	7	85626570	85626720	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
7-99	7	156520105	156520255	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
7-100	7	172490981	172491131	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
8-92	8	69273946	69274096	+	775.8	0.941	16.000000	1050.67	3.94e-43	1.000000	0.000000
8-93	8	117926277	117926427	-	775.8	0.941	16.000000	350.22	1.64e-35	1.000000	0.000000
8-94	8	157286065	157286215	+	775.8	0.941	16.000000	150.10	1.19e-29	1.000000	0.000000
9-76	9	3743851	3744001	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
9-77	9	15386582	15386732	-	775.8	0.941	16.000000	2101.33	6.05e-48	0.937500	0.000000
9-78	9	28392199	28392349	+	775.8	0.706	16.000000	1050.67	3.94e-43	0.750000	0.000000
9-79	9	44484986	44485136	-	775.8	0.941	16.000000	175.11	1.03e-30	1.000000	0.000000
9-81	9	51361233	51361383	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
9-73	9	52422121	52422271	+	775.8	0.882	17.000000	105.07	3.43e-27	1.000000	0.000000
9-82	9	78595353	78595503	-	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
9-83	9	85231274	85231424	-	775.8	0.941	16.000000	1050.67	3.94e-43	1.000000	0.000000
9-84	9	153828233	153828383	+	775.8	0.941	16.000000	2101.33	6.05e-48	1.000000	0.000000
1-187	1	36221404	36221554	-	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
1-188	1	37141925	37142075	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
1-189	1	55501322	55501472	+	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
1-190	1	105683242	105683392	-	727.3	0.812	15.000000	197.00	1.19e-29	1.000000	0.000000
1-191	1	182878469	182878619	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
1-192	1	203687810	203687960	-	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
1-194	1	276041332	276041482	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
1-195	1	276393378	276393528	+	727.3	0.562	15.000000	49.25	1.02e-20	0.600000	1.000000
1-196	1	279632360	279632510	+	727.3	0.938	15.000000	70.36	5.28e-23	1.000000	0.000000
1-197	1	279840573	279840723	-	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
1-175	1	300063041	300063191	-	727.3	0.882	17.000000	328.33	5.76e-33	0.933333	0.000000
10-67	10	5901387	5901537	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
10-68	10	24586008	24586158	+	727.3	0.625	15.000000	75.77	1.76e-23	0.533333	0.857143
10-69	10	26673789	26673939	-	727.3	0.938	15.000000	1970.00	1.27e-44	0.933333	1.000000
10-70	10	26776686	26776836	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
10-71	10	65037578	65037728	-	727.3	0.875	15.000000	1970.00	1.27e-44	0.933333	1.000000
10-72	10	109403969	109404119	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
10-73	10	133574245	133574395	+	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
10-74	10	135649615	135649765	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
10-75	10	136725132	136725282	-	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
10-76	10	143097818	143097968	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-118	2	4699629	4699779	+	727.3	0.875	15.000000	140.71	1.79e-27	0.933333	1.000000
2-119	2	4855356	4855506	+	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
2-120	2	11997661	11997811	+	727.3	0.938	15.000000	492.50	1.34e-35	0.800000	0.666667
2-121	2	45101689	45101839	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-106	2	106916478	106916628	+	727.3	0.875	17.000000	492.50	1.34e-35	0.933333	0.000000
2-122	2	132021427	132021577	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-114	2	165302064	165302214	-	727.3	0.938	16.000000	164.17	1.80e-28	1.000000	0.000000
2-123	2	169091935	169092085	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-124	2	170558730	170558880	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-125	2	177204277	177204427	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-126	2	183606955	183607105	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-127	2	209638530	209638680	-	727.3	0.938	15.000000	197.00	1.19e-29	1.000000	0.000000
2-128	2	212405428	212405578	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-129	2	214696460	214696610	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-130	2	227974228	227974378	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
2-131	2	229531762	229531912	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
3-119	3	5573036	5573186	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
3-120	3	113706402	113706552	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
3-121	3	172615116	172615266	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
4-113	4	108621806	108621956	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
4-114	4	147003895	147004045	+	727.3	0.938	15.000000	61.56	3.80e-22	0.933333	1.000000
4-115	4	147004364	147004514	+	727.3	0.938	15.000000	61.56	3.80e-22	1.000000	0.000000
4-81	4	153656289	153656439	+	727.3	0.824	22.000000	44.77	4.11e-20	1.000000	0.000000
4-116	4	154338569	154338719	-	727.3	0.562	15.000000	246.25	4.24e-31	0.266667	0.636364
5-124	5	31842072	31842222	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
5-125	5	33228828	33228978	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
5-126	5	58233483	58233633	+	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
5-127	5	65142846	65142996	+	727.3	0.688	15.000000	492.50	1.34e-35	1.000000	0.000000
5-128	5	78846217	78846367	+	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
5-129	5	115642484	115642634	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
5-130	5	152431356	152431506	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
5-131	5	158905458	158905608	+	727.3	0.938	15.000000	123.12	1.31e-26	0.866667	0.000000
5-133	5	186729371	186729521	-	727.3	0.941	15.000000	21.89	1.33e-15	1.000000	0.000000
5-134	5	202992716	202992866	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-91	6	8464240	8464390	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-92	6	9150057	9150207	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-93	6	11193454	11193604	-	727.3	0.588	15.000000	1970.00	1.27e-44	0.600000	0.000000
6-94	6	14926588	14926738	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-95	6	41619983	41620133	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-96	6	74571531	74571681	+	727.3	0.938	15.000000	328.33	5.76e-33	0.533333	0.000000
6-97	6	99934510	99934660	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-98	6	105523343	105523493	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-100	6	135253137	135253287	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
6-101	6	165836143	165836293	-	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
7-101	7	1172253	1172403	+	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
7-102	7	40332535	40332685	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
7-103	7	44718388	44718538	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
7-104	7	69918014	69918164	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
7-105	7	134258171	134258321	+	727.3	0.938	15.000000	197.00	1.19e-29	1.000000	0.000000
7-107	7	174628648	174628798	-	727.3	0.938	15.000000	164.17	1.80e-28	1.000000	0.000000
8-96	8	68932904	68933054	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
8-95	8	162580784	162580934	+	727.3	0.250	16.000000	109.44	7.54e-26	0.333333	0.750000
8-90	8	162588446	162588596	+	727.3	0.562	17.000000	30.78	9.75e-18	0.400000	0.444444
9-85	9	13921116	13921266	+	727.3	0.938	15.000000	985.00	4.14e-40	1.000000	0.000000
9-86	9	47600485	47600635	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
9-87	9	57153578	57153728	-	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
9-88	9	57432618	57432768	+	727.3	0.938	15.000000	492.50	1.34e-35	1.000000	0.000000
9-89	9	91392410	91392560	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
9-90	9	151854330	151854480	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
9-91	9	152459010	152459160	+	727.3	0.938	15.000000	1970.00	1.27e-44	1.000000	0.000000
scaffold_431-1	scaffold_431	3691	3841	+	727.3	0.938	16.000000	492.50	1.34e-35	1.000000	0.000000
1-198	1	6650939	6651089	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-178	1	10069906	10070056	+	678.8	0.867	16.000000	131.33	2.52e-25	0.928571	0.000000
1-199	1	18198904	18199054	-	678.8	0.947	14.000000	919.33	4.08e-37	1.000000	0.000000
1-200	1	18960033	18960183	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-201	1	35747269	35747419	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-202	1	65346965	65347115	+	678.8	0.667	14.000000	1838.67	2.51e-41	0.714286	0.000000
1-203	1	92206472	92206622	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-204	1	125923355	125923505	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-205	1	144250964	144251114	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-170	1	182823199	182823349	+	678.8	0.667	17.000000	229.83	1.05e-28	0.357143	0.111111
1-206	1	183531115	183531265	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-208	1	186975634	186975784	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-209	1	195597077	195597227	-	678.8	0.933	14.000000	70.72	1.34e-21	1.000000	0.000000
1-193	1	208144892	208145042	+	678.8	0.933	15.000000	459.67	6.58e-33	1.000000	0.000000
1-210	1	226513665	226513815	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-212	1	252854821	252854971	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-213	1	253630628	253630778	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-214	1	258065511	258065661	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-215	1	266435479	266435629	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-216	1	277300020	277300170	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-217	1	282745952	282746102	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
1-218	1	293240677	293240827	+	678.8	0.667	14.000000	1838.67	2.51e-41	0.642857	0.200000
10-77	10	34242573	34242723	+	678.8	0.933	14.000000	16.13	6.64e-13	0.714286	0.000000
10-65	10	39972397	39972547	-	678.8	0.867	16.000000	91.93	3.55e-23	0.928571	1.000000
10-78	10	109817530	109817680	-	678.8	0.938	14.000000	459.67	6.58e-33	1.000000	0.000000
10-79	10	126468724	126468874	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
10-80	10	126606512	126606662	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-132	2	40351716	40351866	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-133	2	63621731	63621881	-	678.8	0.933	14.000000	306.44	1.89e-30	0.928571	0.000000
2-134	2	68542494	68542644	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-135	2	103972662	103972812	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-136	2	152369296	152369446	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-137	2	184907499	184907649	+	678.8	0.867	14.000000	459.67	6.58e-33	0.928571	1.000000
2-138	2	196177347	196177497	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-139	2	197180935	197181085	+	678.8	0.933	14.000000	183.87	2.34e-27	1.000000	0.000000
2-140	2	205724445	205724595	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
2-141	2	208870198	208870348	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-122	3	42325096	42325246	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-123	3	104756754	104756904	-	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-124	3	169664210	169664360	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-125	3	185807660	185807810	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-127	3	209155509	209155659	+	678.8	0.933	14.000000	229.83	1.05e-28	1.000000	0.000000
3-128	3	209721989	209722139	+	678.8	0.933	14.000000	1838.67	2.51e-41	1.000000	0.000000
3-129	3	229828044	229828194	-	678.8	0.933	14.000000	919.33	4.08e-37	1.000000	0.000000
